meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 85 kg,Patrick Jarrett,84.8,115,118,121,140,145,145,121,145,266
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 77 kg,Adam Reese,76.5,102,107,110,132,137,137,110,137,247
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 77 kg,Sean Blair,74.9,96,100,103,130,135,138,103,138,241
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 105 kg,David Foster,105,96,100,104,125,129,134,104,134,238
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 85 kg,Jeffery Nelson,84,72,75,77,92,96,100,77,100,177
Max Kane Classic Weightlifting Championship,2013-11-02,Open Women's +75 Kg,Megan Hill,75,63,65,68,85,90,91,68,91,159
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 77 kg,Jeff Kingery,77,62,65,66,72,74,76,66,76,142
Max Kane Classic Weightlifting Championship,2013-11-02,Open Women's 63 kg,Natalie Stockel,59,58,60,62,68,70,72,62,72,134
Max Kane Classic Weightlifting Championship,2013-11-02,Women's 14-15 Age Group 69 kg,Linden Stewart,68.6,50,53,53,64,69,74,53,74,127
Max Kane Classic Weightlifting Championship,2013-11-02,Women's Masters (35-39) 69 kg,Amanda Greaver,67.1,42,44,45,57,59,61,45,61,106
Max Kane Classic Weightlifting Championship,2013-11-02,Open Men's 77 kg,Anthony Altobell,76.4,100,103,103,0,0,0,103,0,103
