meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
MASS Mania: Round 7,2021-10-10,Open Men's 89kg,Nicklas Johnson,87.8,113,117,-121,141,146,150,117,150,267
MASS Mania: Round 7,2021-10-10,Open Men's 89kg,Branden Kemp,88.15,93,-97,99,115,121,-126,99,121,220
MASS Mania: Round 7,2021-10-10,Open Men's 73kg,Jeremy Stark,69.1,71,75,77,92,96,100,77,100,177
MASS Mania: Round 7,2021-10-10,Open Men's 89kg,Jacob Anderson,82.55,77,80,-83,88,-91,95,80,95,175
MASS Mania: Round 7,2021-10-10,Men's Masters (60-64) 96kg,William Richards,94.5,67,69,-72,-88,-88,88,69,88,157
MASS Mania: Round 7,2021-10-10,Open Men's 89kg,W Foster,88.1,55,59,-62,75,-80,80,59,80,139
MASS Mania: Round 7,2021-10-10,Open Women's 81kg,Megan Hicks,76.9,50,53,56,65,68,71,56,71,127
MASS Mania: Round 7,2021-10-10,Open Men's 61kg,Seralathan Senthilkumar,57,45,-48,48,63,65,71,48,71,119
MASS Mania: Round 7,2021-10-10,Open Women's 81kg,Courtney Martin,78.6,35,37,40,50,53,-56,40,53,93
MASS Mania: Round 7,2021-10-10,Open Women's 45kg,JACKIE MARQUEZ,44.15,27,29,-31,35,-38,-39,29,35,64
