meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Low Country Lift-Off,2019-11-02,Open Men's 81kg,Aaron Angel,80.7,108,108,112,127,132,137,112,137,249
Low Country Lift-Off,2019-11-02,Open Women's 71kg,Mahassen Paiva,66.7,92,92,95,113,118,125,95,125,220
Low Country Lift-Off,2019-11-02,Open Men's 96kg,Ian Graham,93.3,79,85,90,97,105,111,90,111,201
Low Country Lift-Off,2019-11-02,Women's 16-17 Age Group +81kg,Nia Walker,86.7,80,84,88,105,110,0,88,110,198
Low Country Lift-Off,2019-11-02,Open Women's 76kg,Becky Ashley,75.2,77,80,85,95,102,109,85,109,194
Low Country Lift-Off,2019-11-02,Open Women's 87kg,Na'Erykah Goodwin,84.8,77,80,82,102,107,107,82,107,189
Low Country Lift-Off,2019-11-02,Open Women's 59kg,Kaela Stephano,59,77,80,82,88,91,94,82,94,176
Low Country Lift-Off,2019-11-02,Open Women's 76kg,Sara Manesiotis,75.3,56,60,63,86,91,95,63,95,158
Low Country Lift-Off,2019-11-02,Open Women's 87kg,Mia Hannah,84.4,59,62,65,75,80,85,65,85,150
Low Country Lift-Off,2019-11-02,Open Women's 76kg,Kristin Violette,74.3,58,62,62,73,77,81,62,81,143
Low Country Lift-Off,2019-11-02,Women's Masters (40-44) 71kg,Robin Runkle,69.9,54,58,60,72,72,77,60,77,137
Low Country Lift-Off,2019-11-02,Open Men's 81kg,Shaun Poole,77.4,50,54,58,67,71,75,58,75,133
Low Country Lift-Off,2019-11-02,Open Women's 64kg,Natalie Malloy,61.2,50,54,58,68,72,72,58,72,130
Low Country Lift-Off,2019-11-02,Open Women's 64kg,Karla Angel,59.8,52,52,52,69,70,74,52,74,126
Low Country Lift-Off,2019-11-02,Open Women's 59kg,Katlyn Campbell,56.2,36,40,43,50,54,57,43,57,100
Low Country Lift-Off,2019-11-02,Open Women's 55kg,Kenzie Miller,52.1,34,37,40,44,48,44,40,48,88
