meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
AMP Training State Qualifer,2017-09-16,Open Men's 94 kg,Vann Meadows,91.7,85,89,91,100,105,109,91,109,200
AMP Training State Qualifer,2017-09-16,Men's 13 Under Age Group +69 Kg,Raymond Downes,107.2,74,77,80,90,95,100,80,100,180
AMP Training State Qualifer,2017-09-16,Open Women's 69 kg,Kimberlee DeKrey,68.9,70,75,78,86,90,93,78,93,171
AMP Training State Qualifer,2017-09-16,Open Men's 94 kg,Keith Daffern,88.8,65,68,71,82,87,90,71,90,161
AMP Training State Qualifer,2017-09-16,Open Women's 90 kg,Carol Boyd,81.7,66,66,69,86,89,92,69,92,161
AMP Training State Qualifer,2017-09-16,Open Women's 75 kg,Britany Cameron,73.7,64,65,65,80,82,82,65,82,147
AMP Training State Qualifer,2017-09-16,Open Women's 63 kg,Emilie Raistrick,63,52,52,55,81,83,85,55,85,140
AMP Training State Qualifer,2017-09-16,Open Men's 105 kg,Andrew Smith,96,55,59,62,68,72,75,62,75,137
AMP Training State Qualifer,2017-09-16,Open Women's 58 kg,Alexis Ariail,58,54,57,57,76,79,79,57,79,136
AMP Training State Qualifer,2017-09-16,Open Women's +90 kg,Sara Shelton,96.8,45,48,51,66,70,72,51,72,123
AMP Training State Qualifer,2017-09-16,Open Women's 63 kg,Niki Spears,63,47,47,50,64,68,70,50,70,120
AMP Training State Qualifer,2017-09-16,Open Women's 63 kg,Geicel Rojas,59.2,53,56,56,61,63,63,56,63,119
