meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 94 kg,Stephen Butcher,92.1,0,0,0,138,0,0,0,138,138
APC Raleigh Weightlifting Open,2012-05-19,Open Men's+105 kg,Geoffrey Hegedus,109.8,0,0,0,125,0,0,0,125,125
APC Raleigh Weightlifting Open,2012-05-19,Open Men's+105 kg,Manuel Ramos,106.5,0,0,0,125,0,0,0,125,125
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 105 kg,Greg Smith,96.9,0,0,0,125,0,0,0,125,125
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 105 kg,Joel Raines,105,0,0,0,125,0,0,0,125,125
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 94 kg,Daniel Skidmore,88,0,0,0,116,0,0,0,116,116
APC Raleigh Weightlifting Open,2012-05-19,Open Men's+105 kg,Zach Bijesse,123.4,0,0,0,114,0,0,0,114,114
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 69 kg,Brandon Garner,68.9,0,0,0,114,0,0,0,114,114
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 94 kg,Moni Laube,87.9,0,0,0,110,0,0,0,110,110
APC Raleigh Weightlifting Open,2012-05-19,Open Men's+105 kg,Jason Martin,117,0,0,0,90,0,0,0,90,90
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 69 kg,Michelle Benedict,67.2,0,0,0,87,0,0,0,87,87
APC Raleigh Weightlifting Open,2012-05-19,Women's Masters (35-39) 75 kg,Tamara Reynolds,74.6,0,0,0,81,0,0,0,81,81
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 75 kg,Cayce Wampole-Lell,72.9,0,0,0,77,0,0,0,77,77
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 53 kg,Christmas Abbott,51.9,0,0,0,69,0,0,0,69,69
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 63 kg,Kristen Hestand,59.4,0,0,0,68,0,0,0,68,68
APC Raleigh Weightlifting Open,2012-05-19,Open Men's 69 kg,William Broyhill,67.6,0,0,0,66,0,0,0,66,66
APC Raleigh Weightlifting Open,2012-05-19,Open Women's +75 Kg,Noor Hannaney,79.2,0,0,0,60,0,0,0,60,60
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 63 kg,Jennifer Sargent,61.8,0,0,0,59,0,0,0,59,59
APC Raleigh Weightlifting Open,2012-05-19,Women's Masters (35-39) 63 kg,Nicole Hamilton,61.3,0,0,0,57,0,0,0,57,57
APC Raleigh Weightlifting Open,2012-05-19,Open Men's+105 kg,Thomas Pope,106.8,0,0,0,47,0,0,0,47,47
APC Raleigh Weightlifting Open,2012-05-19,Women's Masters (40-44) 53 kg,Cherie Montou,51.8,0,0,0,44,0,0,0,44,44
APC Raleigh Weightlifting Open,2012-05-19,Women's 13 Under Age Group 31kg,Kaitlen Juarez,29.8,0,0,0,23,0,0,0,23,23
APC Raleigh Weightlifting Open,2012-05-19,Women's 13 Under Age Group 31kg,Mikayla Jansen,25.8,0,0,0,21,0,0,0,21,21
APC Raleigh Weightlifting Open,2012-05-19,Men's 13 Under Age Group 31 Kg,Hayden Raines,30.8,0,0,0,18,0,0,0,18,18
APC Raleigh Weightlifting Open,2012-05-19,Open Women's 69 kg,Heather Farmer,64.7,0,0,0,0,0,0,0,0,0
