meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
World/PAC Team Trials at NUC,2013-04-07,Open Men's 105 kg,David Garcia,104.02,150,155,158,190,196,200,158,200,358
World/PAC Team Trials at NUC,2013-04-07,Open Men's 85 kg,Anthony Pomponio,84.46,143,146,150,170,180,180,150,180,330
World/PAC Team Trials at NUC,2013-04-07,Open Men's 77 kg,James Tatum,76.94,137,139,141,162,165,168,141,168,309
World/PAC Team Trials at NUC,2013-04-07,Open Women's 75 kg,Samantha Poeth,73.95,85,85,88,110,115,118,88,118,206
World/PAC Team Trials at NUC,2013-04-07,Open Women's 69 kg,Maegan-Lee Snodgrass,68.67,86,86,93,102,102,110,93,110,203
World/PAC Team Trials at NUC,2013-04-07,Open Women's 69 kg,Arlene Ward,68.93,80,84,87,100,105,105,87,105,192
World/PAC Team Trials at NUC,2013-04-07,Women's Masters (35-39) 48 kg,Kelly Rexroad Williams,47.98,68,70,72,83,86,86,72,86,158
World/PAC Team Trials at NUC,2013-04-07,Open Men's 77 kg,Mike Cerbus,76.03,133,133,133,0,0,0,133,0,133
World/PAC Team Trials at NUC,2013-04-07,Open Men's 77 kg,Chris Gute,76.64,128,128,128,0,0,0,128,0,128
World/PAC Team Trials at NUC,2013-04-07,Open Women's 58 kg,Stephanie Lemmen,57.11,75,78,78,0,0,0,78,0,78
