meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Emerald Isle Classic,2013-10-26,Open Men's 105 kg,William Hall,100.4,125,131,-136,150,-157,-158,131,150,281
Emerald Isle Classic,2013-10-26,Open Men's 105 kg,Joshua Wells,102.31,105,112,120,150,160,-170,120,160,280
Emerald Isle Classic,2013-10-26,Open Men's 94 kg,David Overman,92.8,110,115,120,140,145,150,120,150,270
Emerald Isle Classic,2013-10-26,Open Men's 105 kg,Raymond Anderson,102,105,108,115,138,-143,143,115,143,258
Emerald Isle Classic,2013-10-26,Open Men's 94 kg,Zechariah Rogers,87.7,75,-80,82,100,110,112,82,112,194
Emerald Isle Classic,2013-10-26,Open Men's 77 kg,Richard McGrath,75.7,66,-70,-72,83,88,95,66,95,161
Emerald Isle Classic,2013-10-26,Women's Masters (35-39) 69 kg,Gillian Ward,66.1,60,64,66,87,90,92,66,92,158
Emerald Isle Classic,2013-10-26,Open Men's 69 kg,Zachary Devlin-Foltz,67.02,52,58,62,70,78,-86,62,78,140
Emerald Isle Classic,2013-10-26,Open Women's +75 Kg,Cherith Wissmann,82.3,40,42,45,55,58,62,45,62,107
Emerald Isle Classic,2013-10-26,Open Men's 94 kg,Justin Perry,91.62,75,80,-85,-95,-100,-100,80,0,80
