event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Casper Moe-Akselsen,49,10,-11,12,13,14,15,12,15,27
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Christian Wedø,61,32,35,-37,40,43,-44,35,43,78
Nidelv IL Seriestevne,2023-12-06,male - Senior Menn,Elijah Nhat Hoang,81,75,80,85,85,90,92,85,92,177
Nidelv IL Seriestevne,2023-12-06,female - Senior Kvinner,Hanna Økland,64,50,52,-54,61,63,65,52,65,117
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Henrik F. Kjeldsberg,81,58,62,-64,68,72,75,62,75,137
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Kevin Moe-Akselsen,55,10,11,12,13,14,15,12,15,27
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Markus Emil Brennvik,49,14,16,18,20,22,24,18,24,42
Nidelv IL Seriestevne,2023-12-06,male - Senior Menn,Ragnar Dreier,89,98,102,-105,125,133,0,102,133,235
Nidelv IL Seriestevne,2023-12-06,male - Ungdom Menn,Sondre Elias Fredriksen,73,56,58,-60,70,-73,-73,58,70,128
Nidelv IL Seriestevne,2023-12-06,male - Veteran Menn over 60,Trond Kvilhaug,81,45,0,0,55,0,0,45,55,100
