event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Bryggen AK Seriestevne,2024-03-10,Women's Senior 76Kg,Andreea Cioaca,76,61,64,-68,78,83,-86,64,83,147
Bryggen AK Seriestevne,2024-03-10,Women's Senior 71Kg,Caroline Røsbø,71,64,-67,-67,83,85,-87,64,85,149
Bryggen AK Seriestevne,2024-03-10,Women's Senior 59Kg,Helene Francis,59,45,48,50,58,62,65,50,65,115
Bryggen AK Seriestevne,2024-03-10,Women's Senior 71Kg,Hilde Meinert Odland,71,55,58,60,75,-80,-80,60,75,135
Bryggen AK Seriestevne,2024-03-10,Women's Senior 71Kg,Ida Johannessen,71,-45,-46,47,64,67,70,47,70,117
Bryggen AK Seriestevne,2024-03-10,Women's Masters (40-44) 87Kg,Ingeborg Endresen,87,65,-69,-70,78,81,-84,65,81,146
Bryggen AK Seriestevne,2024-03-10,Women's Junior Under 20 76Kg,Laila Therese K. Bjørnarheim,76,73,-77,80,95,99,-103,80,99,179
Bryggen AK Seriestevne,2024-03-10,Women's Masters (45-49) 59kg,Lena Hordnes,59,50,53,-60,60,65,70,53,70,123
Bryggen AK Seriestevne,2024-03-10,Women's Senior 81Kg,Lilly Småland,81,64,66,-68,-83,83,86,66,86,152
Bryggen AK Seriestevne,2024-03-10,Women's Senior 81Kg,Maren Grøndahl,81,66,-69,-70,82,86,-90,66,86,152
Bryggen AK Seriestevne,2024-03-10,Women's Masters (40-44) 71Kg,Marianne Erdal Holm,71,50,55,58,70,-75,75,58,75,133
Bryggen AK Seriestevne,2024-03-10,Women's Senior 64Kg,Sofie Solli Løseth,64,57,60,-64,75,80,-83,60,80,140
