event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Presidents Cup Final,2019-12-07,female,Rosie Porter,43.00,28,31,-33,37,-40,40,31,40,71
Presidents Cup Final,2019-12-07,female,Ava Pickrell,34.50,16,18,20,20,23,25,20,25,45
Presidents Cup Final,2019-12-07,female,Allanah Burk,41.00,13,15,17,18,20,22,17,22,39
Presidents Cup Final,2019-12-07,female,Millara Howe,37.25,10,12,14,13,15,17,14,17,31
Presidents Cup Final,2019-12-07,female,Stephanie Pickrell,48.95,54,57,60,65,70,75,60,75,135
Presidents Cup Final,2019-12-07,female,Hannah Pickrell,51.65,45,48,52,55,59,-63,52,59,111
Presidents Cup Final,2019-12-07,female,Giselle Fernandez,53.15,33,36,-39,44,48,52,36,52,88
Presidents Cup Final,2019-12-07,female,Chloe Johns,58.40,-37,37,39,54,-58,-58,39,54,93
Presidents Cup Final,2019-12-07,female,Darcy Elliston,58.35,-56,-56,-57,63,66,-69,0,66,0
Presidents Cup Final,2019-12-07,female,Jennifer Carter,63.70,-54,54,-57,67,71,-75,54,71,125
Presidents Cup Final,2019-12-07,female,Monique Brooks,60.20,-45,-45,45,62,64,66,45,66,111
Presidents Cup Final,2019-12-07,female,Tracy-Lee Lucas,63.05,37,39,41,56,58,60,41,60,101
Presidents Cup Final,2019-12-07,female,Jade Gluskie,61.65,37,40,-43,48,52,55,40,55,95
Presidents Cup Final,2019-12-07,female,Doone Jones,61.85,20,21,22,25,26,27,22,27,49
Presidents Cup Final,2019-12-07,female,Mollie Piemontese,68.40,50,54,56,68,72,74,56,74,130
Presidents Cup Final,2019-12-07,female,Mya Venn,69.95,49,52,54,61,65,-68,54,65,119
Presidents Cup Final,2019-12-07,female,Gaylene Pickrell,67.55,43,46,48,58,62,65,48,65,113
Presidents Cup Final,2019-12-07,female,Sarah Skinner,67.55,35,40,-43,55,57,-59,40,57,97
Presidents Cup Final,2019-12-07,female,Jorja Love,68.80,35,-38,38,52,55,-59,38,55,93
Presidents Cup Final,2019-12-07,female,Adeline Richardson,64.50,28,30,32,45,48,-50,32,48,80
Presidents Cup Final,2019-12-07,female,Pamela Cawthorn,65.40,26,-28,28,35,38,40,28,40,68
Presidents Cup Final,2019-12-07,female,Monique Booth,67.65,46,49,-51,0,0,0,49,0,0
Presidents Cup Final,2019-12-07,female,Sarah Wilson,73.60,52,55,-58,67,-70,-70,55,67,122
Presidents Cup Final,2019-12-07,female,Beth Isaac,74.20,31,33,35,41,43,45,35,45,80
