event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
President's cup final,2017-11-25,female,Stephanie Pickrell,47.60,51,54,-57,67,70,-73,54,70,124
President's cup final,2017-11-25,female,Hannah Pickrell,49.70,22,25,27,35,38,40,27,40,67
President's cup final,2017-11-25,female,Shayne Dumka,55.60,36,-39,39,42,45,48,39,48,87
President's cup final,2017-11-25,female,Tamara Coleman,62.75,56,59,62,74,79,-82,62,79,141
President's cup final,2017-11-25,female,Hannah Spinks,60.85,48,50,53,63,66,70,53,70,123
President's cup final,2017-11-25,female,Jennifer Carter,60.00,45,48,-51,63,66,69,48,69,117
President's cup final,2017-11-25,female,Monique Booth,60.85,30,33,36,40,44,-47,36,44,80
President's cup final,2017-11-25,female,Shirley Gresham,62.75,-21,22,-23,25,27,29,22,29,51
President's cup final,2017-11-25,female,Beth Butt,68.75,60,-63,-63,70,73,76,60,76,136
President's cup final,2017-11-25,female,Melissa Pearce,65.35,44,47,50,63,67,-70,50,67,117
President's cup final,2017-11-25,female,Bianca Holloway,67.15,37,-40,-40,48,51,53,37,53,90
President's cup final,2017-11-25,female,Mya Venn,65.90,32,35,-38,43,47,-50,35,47,82
President's cup final,2017-11-25,female,Camilla Fogagnolo,72.70,80,-83,85,103,107,111,85,111,196
President's cup final,2017-11-25,female,Jewel Banks,74.10,36,39,-41,44,48,50,39,50,89
President's cup final,2017-11-25,female,Lynette Gotts,76.10,34,-36,-36,45,-48,48,34,48,82
President's cup final,2017-11-25,female,Karen Bushell,80.65,30,32,34,42,45,-47,34,45,79
President's cup final,2017-11-25,female,Kaitlyn Fassina,89.45,93,-95,96,113,116,120,96,120,216
President's cup final,2017-11-25,female,Danica Holloway,78.75,36,39,-42,44,48,-50,39,48,87
President's cup final,2017-11-25,female,Abbey Boon,80.15,48,50,-52,-53,-53,-53,50,0,0
President's cup final,2017-11-25,male,Michael Pickrell,61.88,75,79,-82,98,-104,-105,79,98,177
President's cup final,2017-11-25,male,Dominic Newman,67.00,50,53,56,65,68,-71,56,68,124
President's cup final,2017-11-25,male,Benjamin Spinks,76.00,82,-86,87,105,110,113,87,113,200
President's cup final,2017-11-25,male,Lincoln Bowman,84.50,-110,-110,110,139,-144,-144,110,139,249
President's cup final,2017-11-25,male,Alex Placogiannakis,80.85,-80,80,-84,100,105,-108,80,105,185
President's cup final,2017-11-25,male,Zac Millhouse,83.95,116,121,-125,144,-148,-148,121,144,265
President's cup final,2017-11-25,male,Tim Sumpton,84.60,77,82,85,97,-103,107,85,107,192
President's cup final,2017-11-25,male,Ben Castle,93.35,101,-105,-105,130,135,-139,101,135,236
President's cup final,2017-11-25,male,Sjon Enkelaar Sweetman,93.35,84,87,90,115,120,-125,90,120,210
President's cup final,2017-11-25,male,Nathan O'Halloran,100.75,78,82,-85,105,110,-115,82,110,192
President's cup final,2017-11-25,male,Jordan Gotts,99.25,88,93,-95,110,-115,115,93,115,208
President's cup final,2017-11-25,male,Ryan Dudman,103.45,75,80,-84,-112,112,117,80,117,197
President's cup final,2017-11-25,male,Mick Burton,103.60,-89,89,-93,122,-126,-126,89,122,211
