meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2012 Las Vegas Open,2012-01-14,Open Men's+105 kg,Kaleb Whitby,106.3,0,0,0,183,0,0,0,183,183
2012 Las Vegas Open,2012-01-14,Open Men's 105 kg,Anthony Pomponio,94.3,0,0,0,162,0,0,0,162,162
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Jimmy Duke III,77,0,0,0,145,0,0,0,145,145
2012 Las Vegas Open,2012-01-14,Open Men's 105 kg,Cody Basala,95.9,0,0,0,145,0,0,0,145,145
2012 Las Vegas Open,2012-01-14,Open Men's 85 kg,Sheldon Stuckart,81.9,0,0,0,140,0,0,0,140,140
2012 Las Vegas Open,2012-01-14,Open Men's+105 kg,Benjamin Simonds,111.85,0,0,0,140,0,0,0,140,140
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Datton Nguyen,76.9,0,0,0,136,0,0,0,136,136
2012 Las Vegas Open,2012-01-14,Open Men's 85 kg,Taylor Chiu,84.45,0,0,0,131,0,0,0,131,131
2012 Las Vegas Open,2012-01-14,Open Men's 85 kg,Anthony Vong,78.85,0,0,0,125,0,0,0,125,125
2012 Las Vegas Open,2012-01-14,Open Men's 94 kg,Samuel Gallegos,89.85,0,0,0,125,0,0,0,125,125
2012 Las Vegas Open,2012-01-14,Open Men's+105 kg,Casey Lorenger,111.25,0,0,0,121,0,0,0,121,121
2012 Las Vegas Open,2012-01-14,Open Men's 94 kg,Samuel Chatman,85.75,0,0,0,120,0,0,0,120,120
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Jon Garcia,75.55,0,0,0,115,0,0,0,115,115
2012 Las Vegas Open,2012-01-14,Open Men's 94 kg,Kyle Fenton,92.15,0,0,0,115,0,0,0,115,115
2012 Las Vegas Open,2012-01-14,Open Men's 62 kg,Brandon Tovey,61.65,0,0,0,110,0,0,0,110,110
2012 Las Vegas Open,2012-01-14,Open Men's 105 kg,Dave Otteman,102.65,0,0,0,107,0,0,0,107,107
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Jensen Bryant,74.7,0,0,0,102,0,0,0,102,102
2012 Las Vegas Open,2012-01-14,Open Women's 69 kg,Jessie Humeston,67.65,0,0,0,100,0,0,0,100,100
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Matthew Cartee,76.4,0,0,0,100,0,0,0,100,100
2012 Las Vegas Open,2012-01-14,Open Men's 77 kg,Jordan Ozosky,75.3,0,0,0,100,0,0,0,100,100
2012 Las Vegas Open,2012-01-14,Open Men's 85 kg,Nolan Tighe,79.45,0,0,0,95,0,0,0,95,95
2012 Las Vegas Open,2012-01-14,Open Men's 69 kg,Jonathan Renker,68.1,0,0,0,90,0,0,0,90,90
2012 Las Vegas Open,2012-01-14,Open Men's 69 kg,Tyler Leet,68.45,0,0,0,0,0,0,0,0,0
