meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Kindred In-House Weightlifting Meet #2,2021-02-18,Junior Men's 102kg,Max Vikander,100.9,72,76,-80,98,102,-108,76,102,178
Kindred In-House Weightlifting Meet #2,2021-02-18,Men's 16-17 Age Group 61kg,Noah Sauvageau,59.7,44,47,-50,67,70,73,47,73,120
Kindred In-House Weightlifting Meet #2,2021-02-18,Women's 14-15 Age Group 76kg,Cassidy Murphy,72.9,42,-45,45,60,63,66,45,66,111
Kindred In-House Weightlifting Meet #2,2021-02-18,Women's 14-15 Age Group 59kg,Olivia Huesman,57.4,-44,44,47,56,59,62,47,62,109
Kindred In-House Weightlifting Meet #2,2021-02-18,Men's 14-15 Age Group 61kg,Jackson Lange,57.4,39,41,42,53,56,-59,42,56,98
Kindred In-House Weightlifting Meet #2,2021-02-18,Women's 14-15 Age Group 71kg,Grace Surprenant,69.9,33,-36,36,46,-49,49,36,49,85
Kindred In-House Weightlifting Meet #2,2021-02-18,Women's 14-15 Age Group 71kg,Nicole Larson,66.8,32,34,36,44,47,-50,36,47,83
Kindred In-House Weightlifting Meet #2,2021-02-18,Women's 14-15 Age Group 55kg,Gracie Such,52.4,23,-25,-25,30,33,-36,23,33,56
Kindred In-House Weightlifting Meet #2,2021-02-18,Men's 13 Under Age Group 67kg,Joshua Surprenant,63.8,-17,17,-21,21,23,-25,17,23,40
Kindred In-House Weightlifting Meet #2,2021-02-18,Men's 13 Under Age Group 32kg,Charles Safe,27.8,10,12,-14,14,16,18,12,18,30
