event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Joe Hensel Open Competition,2023-10-14,female,Jessica Leask,42.70,28,30,33,42,45,48,33,48,81
Joe Hensel Open Competition,2023-10-14,female,Jun Yue,48.60,27,-29,-32,38,-42,-43,27,38,65
Joe Hensel Open Competition,2023-10-14,female,Sonia Iacobacci,54.20,51,55,58,68,72,75,58,75,133
Joe Hensel Open Competition,2023-10-14,female,Katie Yilmaz,54.00,45,49,-52,55,60,64,49,64,113
Joe Hensel Open Competition,2023-10-14,female,Jessica Swinglehurst,49.40,37,40,43,55,59,62,43,62,105
Joe Hensel Open Competition,2023-10-14,female,Mira Mohan,53.90,40,44,47,52,56,-60,47,56,103
Joe Hensel Open Competition,2023-10-14,female,Bonna Valdecanas,54.55,37,39,-41,45,48,-50,39,48,87
Joe Hensel Open Competition,2023-10-14,female,Monique Hilborn,58.80,65,68,71,84,87,-90,71,87,158
Joe Hensel Open Competition,2023-10-14,female,Paula Barros Figueiredo,59.00,45,48,-51,55,58,62,48,62,110
Joe Hensel Open Competition,2023-10-14,female,Zoe Pukekura,63.30,-83,83,86,105,-110,-110,86,105,191
Joe Hensel Open Competition,2023-10-14,female,Pauline Acierda,62.25,65,68,72,87,90,-92,72,90,162
Joe Hensel Open Competition,2023-10-14,female,Rebecca Bowden,62.90,52,56,60,74,79,-84,60,79,139
Joe Hensel Open Competition,2023-10-14,female,Abigail Joven,62.45,44,48,-50,56,60,-62,48,60,108
Joe Hensel Open Competition,2023-10-14,female,Elysha Casey,65.30,68,72,75,80,85,-88,75,85,160
Joe Hensel Open Competition,2023-10-14,female,Emma Johnston,67.85,65,67,73,77,80,83,73,83,156
Joe Hensel Open Competition,2023-10-14,female,Lauren Hammond,70.00,55,57,60,70,73,-77,60,73,133
Joe Hensel Open Competition,2023-10-14,female,Jess Brown,68.20,35,38,40,55,58,61,40,61,101
Joe Hensel Open Competition,2023-10-14,female,Danica Hampton,79.50,75,80,83,93,97,-100,83,97,180
Joe Hensel Open Competition,2023-10-14,female,Felicity Collis,84.95,30,33,36,40,45,50,36,50,86
Joe Hensel Open Competition,2023-10-14,female,Isla Carty,83.90,30,33,-35,40,45,50,33,50,83
Joe Hensel Open Competition,2023-10-14,female,Jemima Hollard,130.90,40,45,-50,50,-55,-55,45,50,95
Joe Hensel Open Competition,2023-10-14,female,Britt Elliott,97.90,35,38,41,47,51,-55,41,51,92
Joe Hensel Open Competition,2023-10-14,male,Jack Yang,72.80,100,105,110,120,130,140,110,140,250
Joe Hensel Open Competition,2023-10-14,male,Dejian Wu,69.30,40,45,50,55,60,65,50,65,115
Joe Hensel Open Competition,2023-10-14,male,Andrew Smart,73.00,-90,-93,-95,0,0,0,0,0,0
Joe Hensel Open Competition,2023-10-14,male,Leo Manny,81.00,115,120,-125,140,150,-155,120,150,270
Joe Hensel Open Competition,2023-10-14,male,Joshua Wu,80.90,111,-115,-120,135,-137,-150,111,135,246
Joe Hensel Open Competition,2023-10-14,male,Ben Stockheim,80.90,110,-120,-120,-135,135,-137,110,135,245
Joe Hensel Open Competition,2023-10-14,male,Felipe Coelho,80.40,95,100,105,120,125,130,105,130,235
Joe Hensel Open Competition,2023-10-14,male,Mike Abad,76.75,60,-64,-64,80,83,86,60,86,146
Joe Hensel Open Competition,2023-10-14,male,Fabian Garcia,80.30,83,-87,91,-105,-105,-105,91,0,0
Joe Hensel Open Competition,2023-10-14,male,Jonathan Miu,85.80,88,92,95,110,-115,115,95,115,210
Joe Hensel Open Competition,2023-10-14,male,Jack Robertson,88.65,-78,78,-86,95,100,-105,78,100,178
Joe Hensel Open Competition,2023-10-14,male,Steve Brady,88.45,70,77,-81,80,86,90,77,90,167
Joe Hensel Open Competition,2023-10-14,male,Rodney Peet,81.45,40,43,46,52,55,-60,46,55,101
Joe Hensel Open Competition,2023-10-14,male,Andrew Tran,95.15,-80,84,-91,105,-115,115,84,115,199
Joe Hensel Open Competition,2023-10-14,male,Kane Smith,93.70,65,70,76,90,-95,-100,76,90,166
Joe Hensel Open Competition,2023-10-14,male,Myles Webster,92.35,66,71,76,-85,86,-91,76,86,162
Joe Hensel Open Competition,2023-10-14,male,Trey Burrows,99.90,87,94,101,118,125,130,101,130,231
Joe Hensel Open Competition,2023-10-14,male,Andrew Brajlih,102.00,81,86,-90,105,111,116,86,116,202
Joe Hensel Open Competition,2023-10-14,male,Declan Crook,100.70,80,83,86,105,110,114,86,114,200
Joe Hensel Open Competition,2023-10-14,male,Leon Vogeler-Schmid,107.60,90,-91,0,95,-100,-100,90,95,185
Joe Hensel Open Competition,2023-10-14,male,Stephen Craven,120.35,75,-82,-85,100,107,117,75,117,192
