event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 59kg,Tania Miguel Trabajo,58.05,47,50,53,56,60,64,53,64,117
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 59kg,Silvia Lujan Bernal Iglesias,56.85,46,49,-51,58,62,65,49,65,114
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 55kg,Raquel Dominguez,52.7,45,-48,49,56,59,-62,49,59,108
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 71kg,Sandie Morel,70.15,50,52,54,67,70,73,54,73,127
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 76kg,Mary RUFFET,72.25,50,52,54,68,71,74,54,74,128
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 55kg,Noémie De Schoulepnikoff,54.85,42,-47,-51,59,65,-68,42,65,107
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 71kg,Coralie Danalet,66.3,45,48,50,58,62,66,50,66,116
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 76kg,Laryssa Strasser,73.2,-47,-50,51,54,57,61,51,61,112
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 87kg,Marie Schoone,84.95,42,47,-52,65,-69,70,47,70,117
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 76kg,Widad LAHBICHI,74.15,40,43,45,50,-53,53,45,53,98
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 55kg,Clara RITTINER,51.95,27,30,-32,40,42,45,30,45,75
2025/26 - R - Z1 - 2 - L2F,2026-02-07,Women's Senior 59kg,Olivia Bonasia,56.75,28,29,31,35,37,39,31,39,70
