event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F48,Amity Salisbury,44.90,17,20,22,20,23,25,22,25,47
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F55,Sonia Stenhouse,55.00,30,33,35,40,44,46,35,46,81
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F63,Danni Humphries,62.90,48,51,-54,69,73,75,51,75,126
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F63,Tanya Eames,62.60,-48,50,-53,64,-68,-69,50,64,114
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F63,Caitlin Steel,60.80,28,31,34,38,41,43,34,43,77
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F69,Bianca Sheppard,63.10,65,70,-75,70,75,-80,70,75,145
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F69,Mikaela Dorge,64.90,51,-55,55,62,67,-69,55,67,122
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F69,Shannon Salisbury,64.00,30,32,-35,35,38,40,32,40,72
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F75,Kylie Salisbury,69.30,30,32,36,40,43,47,36,47,83
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F75,Nikkita Finden,71.20,22,24,27,32,35,38,27,38,65
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F81,Bronwyn Hitchener,76.50,52,55,-58,67,-70,70,55,70,125
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,female - F90,Siobhaun Hahn,79.90,30,33,37,40,45,48,37,48,85
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M56,Lyall Nixon,44.60,28,31,-34,32,35,38,31,38,69
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M56,Martyn Steel,54.00,22,-25,28,30,34,38,28,38,66
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M56,Luke Bidgood,45.10,22,25,28,30,33,-36,28,33,61
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M56,Alfred Cotter,36.60,17,19,-21,20,22,24,19,24,43
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M77,Chris Mccallum,76.10,85,90,95,110,115,118,95,118,213
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M81,Greg Hobl,80.50,73,-77,77,90,95,98,77,98,175
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M81,Aderian Nixon,78.10,62,67,70,77,82,87,70,87,157
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M94,Noah Ogilvie-Mitchell,93.70,78,82,-84,100,-106,-106,82,100,182
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M94,Joshua Stenhouse,92.50,70,73,76,89,93,96,76,96,172
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M96,Brent Vaughan,92.10,73,77,82,100,105,110,82,110,192
JME Qld Club Challenge Round 1 – Toowoomba,2017-01-28,male - M105,Lawson Dingle,105.00,112,117,120,130,136,-140,120,136,256
