event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Shred Open Competition,2021-11-07,female - F59,Nicole Boutsikakis,57.50,-35,35,-40,50,54,-57,35,54,89
Shred Open Competition,2021-11-07,female - F64,Andriena Elton,64.00,79,82,-85,97,-106,-106,82,97,179
Shred Open Competition,2021-11-07,female - F64,Indianna Wilson,63.20,40,43,-45,47,51,55,43,55,98
Shred Open Competition,2021-11-07,female - F64,Kaitlyn Byrnes,60.45,32,34,36,39,-41,-41,36,39,75
Shred Open Competition,2021-11-07,female - F71,Siriyakorn Chaimueangmun,70.25,44,-47,49,63,66,70,49,70,119
Shred Open Competition,2021-11-07,female - F71,Laura Cruickshank,65.75,42,45,48,52,55,58,48,58,106
Shred Open Competition,2021-11-07,male - M55,Dylan Fang,53.57,-58,59,63,75,-84,84,63,84,147
Shred Open Competition,2021-11-07,male - M67,Kam Shun Cheung,67.00,-80,80,-86,102,109,-113,80,109,189
Shred Open Competition,2021-11-07,male - M67,Nelson Cheng,63.85,-71,72,76,84,88,92,76,92,168
Shred Open Competition,2021-11-07,male - M73,Joshua Younan,70.60,64,68,-72,83,87,91,68,91,159
Shred Open Competition,2021-11-07,male - M81,Patrick Halsey,80.10,107,-114,-116,135,-143,-145,107,135,242
Shred Open Competition,2021-11-07,male - M89,Aiden Woollam,87.85,87,93,-98,108,-115,-117,93,108,201
Shred Open Competition,2021-11-07,male - M89,Bryton Johnson,85.70,80,85,-90,105,-110,110,85,110,195
Shred Open Competition,2021-11-07,male - M89,George Dimas,87.30,72,75,80,88,-94,95,80,95,175
Shred Open Competition,2021-11-07,male - M96,Joel James,93.55,-109,109,115,140,145,151,115,151,266
Shred Open Competition,2021-11-07,male - M96,Jack Mccann,93.90,-95,-95,95,120,126,130,95,130,225
Shred Open Competition,2021-11-07,male - M96,Andrei Semeniuk,95.40,-90,90,-96,-120,120,-128,90,120,210
Shred Open Competition,2021-11-07,male - M96,Burak Ayanoglu,95.40,74,-80,-81,-100,101,-112,74,101,175
Shred Open Competition,2021-11-07,male - M102,Nathan Beves,100.30,110,115,-117,135,142,0,115,142,257
Shred Open Competition,2021-11-07,male - M102,Abdullah Khan,99.05,60,-65,65,80,88,95,65,95,160
Shred Open Competition,2021-11-07,male - M109,Nicholas Reissis,107.85,-80,80,85,-102,102,-105,85,102,187
Shred Open Competition,2021-11-07,male - M109+,Luke Norton,116.60,70,73,78,98,102,107,78,107,185
