event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F55,Janaya Nikora,54.06,62,65,-68,80,-84,-84,65,80,145
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F55,Chloe Perkins,53.38,60,62,63,76,-79,79,63,79,142
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F59,Sarah Hearn,58.36,65,-68,68,86,90,-94,68,90,158
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F59,Hayley Ward,57.14,60,63,-66,80,-84,-84,63,80,143
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F64,Logan Poon,63.88,62,65,67,77,80,82,67,82,149
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F64,Emmanuela Romano,63.90,54,-58,58,68,72,-75,58,72,130
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F64,Eden Gorrel,63.72,-51,51,-54,70,73,75,51,75,126
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,female - F71,Katie Brock,70.06,64,67,71,84,-88,88,71,88,159
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M67,Kev Leong,64.10,70,75,80,90,95,100,80,100,180
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M81,Tristan Gibson,74.92,90,-95,-95,110,115,120,90,120,210
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M81,Alexander Isaac,80.94,72,76,80,102,106,111,80,111,191
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M89,Joshua Mak,84.58,77,82,-87,112,-115,-115,82,112,194
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M89,Lachlan Little,88.44,66,-70,72,-85,85,-92,72,85,157
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M89,Paul Haydock,87.90,-60,60,64,80,85,90,64,90,154
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M89,Kevin Tam,88.64,85,89,92,-121,-121,-123,92,0,0
CWC_Physique Science QWA Club Challenge Round 3_Incorporating Cougars Cup,2021-11-06,male - M102,Hilton Im,100.44,68,72,75,83,87,91,75,91,166
