event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F55,Janaya Nikora,53.92,56,60,-63,75,79,82,60,82,142
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F55,Mia Gaudry,54.46,40,44,48,53,56,58,48,58,106
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F55,Tahlia Cobb,54.90,30,33,36,42,46,49,36,49,85
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F59,Stefani Jenner,57.63,43,47,50,53,57,60,50,60,110
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F59,Taneka Kovchenko,58.84,27,30,33,43,47,50,33,50,83
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F59,Katie Knight,56.10,30,33,36,39,43,46,36,46,82
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F64,Julie-Anne Redpath,62.12,55,59,62,77,81,85,62,85,147
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F71,Stefanie Clinton,70.56,-50,50,55,75,80,85,55,85,140
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F71,Keira Rangi,65.18,44,48,51,50,55,62,51,62,113
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F71,Emelia Green,69.78,40,44,-47,45,48,51,44,51,95
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F71,Sally Young,70.17,28,31,34,44,48,-51,34,48,82
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F71,Mia Johnson,70.31,27,30,33,34,37,39,33,39,72
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F76,Talicia Gosley,75.85,36,-40,-40,52,56,59,36,59,95
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,female - F76,Emma Moore,71.81,20,23,26,28,31,34,26,34,60
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M55,Levi Cobb,44.21,25,28,31,39,43,45,31,45,76
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M55,Ben Catlow-Elliott,31.97,15,16,17,16,18,20,17,20,37
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M61,Ben Rotzied,58.40,37,40,43,45,49,52,43,52,95
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M67,Joseph Marken,63.05,38,42,45,61,-64,64,45,64,109
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M73,Sam Catlow-Elliott,68.30,50,54,-57,62,66,70,54,70,124
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M81,Zachary Edwards,79.93,50,-54,-54,70,75,-80,50,75,125
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M81,Alexander Loft,78.92,34,37,40,43,47,50,40,50,90
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M89,Charlie Hargreaves,85.80,75,80,-85,100,105,110,80,110,190
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M89,Zac Aldiss,84.92,60,-65,65,80,85,90,65,90,155
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M89,Angus Loft,88.92,54,58,-62,72,76,80,58,80,138
Physique Science Qld Club Challenge Round 2 – Cougars Weightlifting Club,2019-05-18,male - M109,Alex Murphy,107.79,82,-86,86,102,106,110,86,110,196
