event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F45,Isabella Lowe King,42.30,32,34,-36,37,40,42,34,42,76
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F55,Michaela Warwick,54.70,63,65,68,72,75,78,68,78,146
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F55,Lavinia Wellesley,53.15,27,30,-32,38,41,-43,30,41,71
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F64,Layla Bloom,62.85,57,61,64,79,83,86,64,86,150
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F76,Skye Sriratana,73.20,55,58,60,67,71,73,60,73,133
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,female - F76,Delilah Stanley,74.25,55,57,-60,65,70,75,57,75,132
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M73,Jacob Tout,72.50,99,-104,104,125,-130,130,104,130,234
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M73,Matthew Damches,71.70,104,-108,108,-125,125,-133,108,125,233
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M81,Seth Schadendorff,77.20,-90,90,95,110,116,120,95,120,215
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M89,Omar Ebaid,84.50,90,95,-100,120,126,-132,95,126,221
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M89,Omer Celik,87.35,70,-73,75,100,103,106,75,106,181
Victorian Age Championships (U23/JNR/YTH/U15),2021-12-04,male - M96,Sean Erb,94.60,115,120,125,145,153,160,125,160,285
