event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club Comp 3 / Invitational,2022-04-10,female - F55,Jana Phan,50.00,35,40,45,50,55,-60,45,55,100
Open Club Comp 3 / Invitational,2022-04-10,female - F55,Miriam Hutchinson,54.65,38,-40,-42,50,53,-56,38,53,91
Open Club Comp 3 / Invitational,2022-04-10,female - F59,Kenyah Lawler,58.25,-70,70,75,91,94,-100,75,94,169
Open Club Comp 3 / Invitational,2022-04-10,female - F59,Monique Hilborn,57.60,52,54,56,-66,66,69,56,69,125
Open Club Comp 3 / Invitational,2022-04-10,female - F59,Kirsten Sharbine,58.30,36,40,42,45,50,-53,42,50,92
Open Club Comp 3 / Invitational,2022-04-10,female - F64,Shibanni Dave,60.65,33,-35,35,43,-45,46,35,46,81
Open Club Comp 3 / Invitational,2022-04-10,female - F71,Saskia Van Leeuwen,70.35,52,55,58,67,70,73,58,73,131
Open Club Comp 3 / Invitational,2022-04-10,female - F71,Dani Simeoni,66.60,42,45,47,55,59,63,47,63,110
Open Club Comp 3 / Invitational,2022-04-10,female - F71,Catherine Dawe,70.60,32,35,38,45,50,54,38,54,92
Open Club Comp 3 / Invitational,2022-04-10,female - F71,Mary Pekin,65.25,21,22,-23,25,-26,27,22,27,49
Open Club Comp 3 / Invitational,2022-04-10,female - F76,Clare Carey,74.40,55,58,61,74,-77,-77,61,74,135
Open Club Comp 3 / Invitational,2022-04-10,female - F87,Ella Naidoo-Golledge,85.65,-67,67,-70,85,88,-92,67,88,155
Open Club Comp 3 / Invitational,2022-04-10,male - M73,Vernon Lam,72.05,75,80,-90,100,105,-110,80,105,185
Open Club Comp 3 / Invitational,2022-04-10,male - M73,Troy Roughley,70.05,70,-75,75,85,90,95,75,95,170
Open Club Comp 3 / Invitational,2022-04-10,male - M81,Bill Porter,80.95,70,80,90,100,110,115,90,115,205
Open Club Comp 3 / Invitational,2022-04-10,male - M81,Lachlan Daniel,73.05,55,60,-65,65,75,80,60,80,140
Open Club Comp 3 / Invitational,2022-04-10,male - M89,James Elwin,86.25,90,94,96,118,122,125,96,125,221
Open Club Comp 3 / Invitational,2022-04-10,male - M89,Ben Marsh-Holmes,87.50,85,90,95,100,110,115,95,115,210
Open Club Comp 3 / Invitational,2022-04-10,male - M102,Nicolas Warren,101.00,105,110,115,125,133,138,115,138,253
Open Club Comp 3 / Invitational,2022-04-10,male - M102,Scott Russell,96.95,77,-82,-82,-100,-105,-105,77,0,0
Open Club Comp 3 / Invitational,2022-04-10,male - M109+,Grant Haines,114.30,115,120,-125,135,142,-148,120,142,262
