event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,female - F48,Robin Parr,47.02,32,35,38,42,46,50,38,50,88
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,female - F48,Alana Evans,42.74,15,17,19,20,24,27,19,27,46
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,female - F63,Jodie Rutten,60.44,35,39,43,45,49,53,43,53,96
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,female - F64,Catherine Irvin,63.64,15,18,20,20,23,25,20,25,45
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M56,Harrison Gaffney,53.86,40,44,48,50,55,60,48,60,108
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M56,Sam Weston,48.16,20,22,25,25,30,32,25,32,57
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M56,Chris Weston,38.24,16,18,-20,20,22,-24,18,22,40
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M69,James Norman,64.86,70,75,-80,100,-105,-105,75,100,175
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M77,Ben Siegert,76.88,85,90,-95,105,110,115,90,115,205
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M85,Steven Eadie,82.22,95,100,-105,130,135,140,100,140,240
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M85,Calvin Schluter,83.46,-75,75,80,90,96,100,80,100,180
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M85,Eric Wang,81.90,45,50,-53,60,65,70,50,70,120
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M85,David Lee,77.26,30,35,40,40,45,50,40,50,90
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M105,Regan Hams,101.54,-117,117,122,135,141,145,122,145,267
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M105,Jordan Evans,103.92,43,47,-50,55,60,64,47,64,111
JME Qld Club Challenge Round 2 - Cougars,2013-06-01,male - M105+,Lachlan Miller,117.88,57,62,67,67,72,77,67,77,144
