event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian School Championships & School Round 4,2012-07-27,female - F58,Alexandra Martin,54.10,36,39,40,46,-49,49,40,49,89
Victorian School Championships & School Round 4,2012-07-27,female - F58,Emma Hayden,56.30,22,25,-27,28,31,33,25,33,58
Victorian School Championships & School Round 4,2012-07-27,female - F63,Rachel Goodman,62.60,55,59,61,-75,75,78,61,78,139
Victorian School Championships & School Round 4,2012-07-27,female - F63,Berlyn Hiram,62.60,35,37,-42,45,50,-53,37,50,87
Victorian School Championships & School Round 4,2012-07-27,female - F63,Nicole Geurts,59.60,22,-25,26,25,28,-31,26,28,54
Victorian School Championships & School Round 4,2012-07-27,female - F75+,Raelene Eckardt,102.10,35,40,43,45,50,55,43,55,98
Victorian School Championships & School Round 4,2012-07-27,male - M56,Max Handcock,54.35,30,35,40,40,45,-50,40,45,85
Victorian School Championships & School Round 4,2012-07-27,male - M56,Lachlan Robinson,40.75,25,29,31,35,38,40,31,40,71
Victorian School Championships & School Round 4,2012-07-27,male - M56,Oliver Smith,53.00,23,26,29,33,37,40,29,40,69
Victorian School Championships & School Round 4,2012-07-27,male - M56,Liam Farrell,52.55,23,26,-29,33,37,40,26,40,66
Victorian School Championships & School Round 4,2012-07-27,male - M56,Frank Mccormack,48.00,25,-28,28,30,35,-38,28,35,63
Victorian School Championships & School Round 4,2012-07-27,male - M62,Samuel Reichler,59.20,53,-56,56,65,68,70,56,70,126
Victorian School Championships & School Round 4,2012-07-27,male - M62,Jackson Farley,60.00,36,-40,-40,-53,53,-58,36,53,89
Victorian School Championships & School Round 4,2012-07-27,male - M62,Craig Ungar,58.70,25,-32,32,45,-50,-50,32,45,77
Victorian School Championships & School Round 4,2012-07-27,male - M62,Rowan Donaldson,60.65,25,30,35,-40,40,-43,35,40,75
Victorian School Championships & School Round 4,2012-07-27,male - M62,Ashley Greene,58.70,20,25,-30,-25,25,30,25,30,55
Victorian School Championships & School Round 4,2012-07-27,male - M62,Boris Elesin,60.32,75,-78,80,-95,-101,-101,80,0,0
Victorian School Championships & School Round 4,2012-07-27,male - M69,Adam Sennett,66.55,60,-65,65,-75,75,80,65,80,145
Victorian School Championships & School Round 4,2012-07-27,male - M69,Nathan Phillips,68.90,55,-62,62,70,75,-79,62,75,137
Victorian School Championships & School Round 4,2012-07-27,male - M69,Ryan Irani,68.45,45,48,51,63,66,70,51,70,121
Victorian School Championships & School Round 4,2012-07-27,male - M69,Jayden Gay,64.65,45,48,-50,60,63,65,48,65,113
Victorian School Championships & School Round 4,2012-07-27,male - M69,Luke Torrisi,65.15,43,47,-50,55,60,-65,47,60,107
Victorian School Championships & School Round 4,2012-07-27,male - M69,Christian Rees,64.50,40,45,-50,50,55,60,45,60,105
Victorian School Championships & School Round 4,2012-07-27,male - M69,Claudio Romero,63.85,37,41,-45,45,50,55,41,55,96
Victorian School Championships & School Round 4,2012-07-27,male - M69,River Price,66.35,35,39,-42,50,55,-60,39,55,94
Victorian School Championships & School Round 4,2012-07-27,male - M69,Tom Fantulin,64.25,35,-40,-43,45,50,55,35,55,90
Victorian School Championships & School Round 4,2012-07-27,male - M69,Ross Starford,68.05,35,40,-45,40,45,47,40,47,87
Victorian School Championships & School Round 4,2012-07-27,male - M77,Sam Holston,75.80,70,-75,-75,95,100,-105,70,100,170
Victorian School Championships & School Round 4,2012-07-27,male - M77,Levi Otto,73.60,58,62,65,75,78,82,65,82,147
Victorian School Championships & School Round 4,2012-07-27,male - M77,Michael Eddy,74.45,50,-57,57,70,75,-80,57,75,132
Victorian School Championships & School Round 4,2012-07-27,male - M77,Zain Khan,75.10,48,51,55,70,75,77,55,77,132
Victorian School Championships & School Round 4,2012-07-27,male - M77,Jack Furey,73.95,45,50,52,65,70,72,52,72,124
Victorian School Championships & School Round 4,2012-07-27,male - M77,Bryce Morgan,76.45,35,40,-43,45,50,53,40,53,93
Victorian School Championships & School Round 4,2012-07-27,male - M85,Yakoub Amrane,78.30,55,60,-65,70,75,80,60,80,140
Victorian School Championships & School Round 4,2012-07-27,male - M85,Alexander Kinsella,82.10,53,58,-63,75,78,80,58,80,138
Victorian School Championships & School Round 4,2012-07-27,male - M85,William Smith,80.65,55,60,-65,68,73,76,60,76,136
Victorian School Championships & School Round 4,2012-07-27,male - M85,Liam Koger,82.45,45,53,-60,57,65,72,53,72,125
Victorian School Championships & School Round 4,2012-07-27,male - M85,Jake Lever,78.45,45,49,-53,65,70,73,49,73,122
Victorian School Championships & School Round 4,2012-07-27,male - M94,Peyman Imani,86.60,-75,75,80,95,-100,103,80,103,183
Victorian School Championships & School Round 4,2012-07-27,male - M94,Dylan Stubbings,85.45,50,-55,55,70,75,78,55,78,133
Victorian School Championships & School Round 4,2012-07-27,male - M94,Toby Keneally-Dabrowski,90.50,40,45,50,35,0,0,50,35,85
Victorian School Championships & School Round 4,2012-07-27,male - M105,Angus Arundel,96.45,60,65,70,95,102,-107,70,102,172
Victorian School Championships & School Round 4,2012-07-27,male - M105,Beau Hiram,96.80,-70,70,-75,-90,90,-95,70,90,160
Victorian School Championships & School Round 4,2012-07-27,male - M105,Devlin Xuereb,102.40,50,62,-67,78,82,86,62,86,148
Victorian School Championships & School Round 4,2012-07-27,male - M105,Antonio Russo,99.45,50,55,60,63,67,72,60,72,132
Victorian School Championships & School Round 4,2012-07-27,male - M105,Jaiden Ortiz,99.65,40,45,-50,50,55,60,45,60,105
Victorian School Championships & School Round 4,2012-07-27,male - M105,Nieck Ten-Broek,99.30,30,42,46,45,50,55,46,55,101
