event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Fraser Coast Club Challenge Round 1,2024-02-03,female - F49,Alexis Smith,48.85,25,-26,26,40,42,-43,26,42,68
Fraser Coast Club Challenge Round 1,2024-02-03,female - F64,Leesa Langley,59.90,33,36,-40,45,48,52,36,52,88
Fraser Coast Club Challenge Round 1,2024-02-03,female - F71,Chelsea Owen,69.70,42,45,47,60,65,70,47,70,117
Fraser Coast Club Challenge Round 1,2024-02-03,female - F71,Nicole Adermann,68.20,33,36,40,45,48,52,40,52,92
Fraser Coast Club Challenge Round 1,2024-02-03,female - F87+,Libby Macdonald,104.50,30,33,36,55,59,62,36,62,98
Fraser Coast Club Challenge Round 1,2024-02-03,female - F87+,Laura Abrey,107.70,30,33,35,39,42,45,35,45,80
Fraser Coast Club Challenge Round 1,2024-02-03,male - M89,Zack Hansen,87.10,75,80,83,95,100,-105,83,100,183
Fraser Coast Club Challenge Round 1,2024-02-03,male - M89,Peter Fraser,82.70,40,44,47,50,55,60,47,60,107
Fraser Coast Club Challenge Round 1,2024-02-03,male - M96,Kaleb Schefe,94.75,75,-80,-85,95,100,105,75,105,180
Fraser Coast Club Challenge Round 1,2024-02-03,male - M102,Ken Nakada,101.90,-70,70,80,90,100,115,80,115,195
Fraser Coast Club Challenge Round 1,2024-02-03,male - M102,James Cotter,101.10,55,60,70,85,90,100,70,100,170
Fraser Coast Club Challenge Round 1,2024-02-03,male - M109+,Jamieson Webb,116.60,30,34,-40,35,40,45,34,45,79
