event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
President's Cup Round 7,2013-09-21,female - F58,Charrae Myers,53.38,45,-48,-48,57,60,-63,45,60,105
President's Cup Round 7,2013-09-21,female - F69,Telyshia Jones,66.01,35,-38,38,46,-49,49,38,49,87
President's Cup Round 7,2013-09-21,male - M62,Dominic Newman,56.82,-16,16,19,30,33,-35,19,33,52
President's Cup Round 7,2013-09-21,male - M69,David Bannister,66.34,85,90,-94,-105,105,107,90,107,197
President's Cup Round 7,2013-09-21,male - M69,Codi Allie,67.82,75,80,83,92,97,100,83,100,183
President's Cup Round 7,2013-09-21,male - M85,Jake Moore,83.66,95,-98,-100,115,121,123,95,123,218
President's Cup Round 7,2013-09-21,male - M85,Bradley Groom,80.52,84,88,91,-105,-105,105,91,105,196
President's Cup Round 7,2013-09-21,male - M85,Micah Wade,83.60,72,-76,76,106,110,115,76,115,191
President's Cup Round 7,2013-09-21,male - M85,Will Jones,84.90,60,65,-70,-71,73,-80,65,73,138
President's Cup Round 7,2013-09-21,male - M85,Kasey Canham,79.04,57,60,-63,68,70,72,60,72,132
President's Cup Round 7,2013-09-21,male - M85,Peter Gordon,77.74,55,-58,58,-70,70,73,58,73,131
President's Cup Round 7,2013-09-21,male - M85,Matthew Newman,84.70,60,65,-70,-85,-85,-85,65,0,0
President's Cup Round 7,2013-09-21,male - M94,Dylan Oakford,90.80,93,97,-100,120,-123,123,97,123,220
President's Cup Round 7,2013-09-21,male - M94,Josh Peppiatt,90.32,-57,57,60,75,80,85,60,85,145
President's Cup Round 7,2013-09-21,male - M105,Scott Taylor,100.24,95,100,-103,120,125,130,100,130,230
President's Cup Round 7,2013-09-21,male - M105,James Thomas,95.44,90,95,-100,120,125,130,95,130,225
President's Cup Round 7,2013-09-21,male - M89,Owen Cannell,85.12,65,-68,-68,0,0,0,65,0,0
President's Cup Round 7,2013-09-21,male - M96,Dale Hall-Bowden,91.12,83,87,90,95,100,103,90,103,193
President's Cup Round 7,2013-09-21,male - M109+,Robert Gotts,120.40,-68,68,70,85,88,90,70,90,160
