event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
XXI Gold Coast Commonwealth Games,2018-04-04,female - F48,Alyce Stephenson,47.85,59,-61,61,80,83,-85,61,83,144
XXI Gold Coast Commonwealth Games,2018-04-04,female - F53,Tegan Napper,52.90,-75,75,-78,91,-94,-95,75,91,166
XXI Gold Coast Commonwealth Games,2018-04-04,female - F58,Tia-Clair Orr,57.70,80,84,87,107,111,114,87,114,201
XXI Gold Coast Commonwealth Games,2018-04-04,female - F64,Seen Lee,62.88,-87,-88,-88,0,0,0,0,0,0
XXI Gold Coast Commonwealth Games,2018-04-04,female - F69,Philippa Malone,66.28,92,95,-98,114,-117,-117,95,114,209
XXI Gold Coast Commonwealth Games,2018-04-04,female - F75,Stephanie Davies,72.92,-87,-87,87,110,-117,-117,87,110,197
XXI Gold Coast Commonwealth Games,2018-04-04,female - F90,Kaitlyn Fassina,89.48,99,-103,104,120,124,128,104,128,232
XXI Gold Coast Commonwealth Games,2018-04-04,female - F87+,Deborah Acason,93.45,95,99,101,120,125,-127,101,125,226
XXI Gold Coast Commonwealth Games,2018-04-04,male - M56,Ling Wei Phillip Liao,55.94,88,91,-93,108,-113,114,91,114,205
XXI Gold Coast Commonwealth Games,2018-04-04,male - M62,Vannara Be,61.92,102,106,110,120,126,132,110,132,242
XXI Gold Coast Commonwealth Games,2018-04-04,male - M69,Brandon Wakeling,68.87,120,-124,-124,-155,155,-161,120,155,275
XXI Gold Coast Commonwealth Games,2018-04-04,male - M77,Francois Etoundi,76.91,128,133,136,162,-168,169,136,169,305
XXI Gold Coast Commonwealth Games,2018-04-04,male - M85,Boris Elesin,84.64,140,-145,-145,156,161,-162,140,161,301
XXI Gold Coast Commonwealth Games,2018-04-04,male - M105,Ridge Barredo,100.28,138,-144,-144,-175,-175,175,138,175,313
XXI Gold Coast Commonwealth Games,2018-04-04,male - M109+,Damon Kelly,154.91,158,-163,-163,185,195,205,158,205,363
