event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Alby Dutton Memorial,2021-07-10,female - F45,Isabella Lowe King,39.70,23,25,-27,25,-29,30,25,30,55
HWC Alby Dutton Memorial,2021-07-10,female - F49,Thicia Acquisto,48.75,43,46,-48,58,60,-62,46,60,106
HWC Alby Dutton Memorial,2021-07-10,female - F55,Dika Toua,50.50,67,71,73,90,95,-100,73,95,168
HWC Alby Dutton Memorial,2021-07-10,female - F55,Natalia Chorobczyk,54.95,67,-70,70,81,82,-86,70,82,152
HWC Alby Dutton Memorial,2021-07-10,female - F55,Laura Stevens,53.50,33,37,-40,-52,52,-55,37,52,89
HWC Alby Dutton Memorial,2021-07-10,female - F59,Jenna Lenich,57.90,-60,60,-62,76,79,-82,60,79,139
HWC Alby Dutton Memorial,2021-07-10,female - F59,Isabella Clarke,57.45,25,27,29,30,33,37,29,37,66
HWC Alby Dutton Memorial,2021-07-10,female - F64,Cassandra Soubra,62.15,53,-55,55,70,-73,73,55,73,128
HWC Alby Dutton Memorial,2021-07-10,female - F71,Nicky Cummins,68.05,76,-79,79,97,-101,-101,79,97,176
HWC Alby Dutton Memorial,2021-07-10,female - F71,Lynda Hodgetts,66.85,72,75,-78,-91,-91,91,75,91,166
HWC Alby Dutton Memorial,2021-07-10,female - F71,Skye Sriratana,70.20,50,54,57,63,67,70,57,70,127
HWC Alby Dutton Memorial,2021-07-10,female - F71,Amanda Soysa,69.00,48,52,55,65,70,-75,55,70,125
HWC Alby Dutton Memorial,2021-07-10,female - F76,Teagan Newman,72.50,-78,79,-83,92,-95,-95,79,92,171
HWC Alby Dutton Memorial,2021-07-10,female - F81,Jill Mottram,77.70,25,28,30,35,40,-45,30,40,70
HWC Alby Dutton Memorial,2021-07-10,female - F87,Eileen Cikamatana,86.25,106,115,-122,140,-150,-156,115,140,255
HWC Alby Dutton Memorial,2021-07-10,female - F87,Carly Smit,86.15,66,70,-73,80,85,91,70,91,161
HWC Alby Dutton Memorial,2021-07-10,female - F87,Stephanie Pallhorn,85.10,55,58,61,67,70,-72,61,70,131
HWC Alby Dutton Memorial,2021-07-10,female - F87+,Leora Yates,90.85,-70,70,-75,88,-92,-92,70,88,158
HWC Alby Dutton Memorial,2021-07-10,male - M55,Damien Hewish,55.00,-60,60,65,70,75,-80,65,75,140
HWC Alby Dutton Memorial,2021-07-10,male - M67,Morea Baru,62.95,110,115,-120,145,150,155,115,155,270
HWC Alby Dutton Memorial,2021-07-10,male - M67,Jacob Sanderson,66.20,85,-88,88,108,-113,113,88,113,201
HWC Alby Dutton Memorial,2021-07-10,male - M73,Matthew Damches,69.90,100,105,-108,120,126,130,105,130,235
HWC Alby Dutton Memorial,2021-07-10,male - M81,Logan Ford,80.60,90,-95,-96,118,-122,123,90,123,213
HWC Alby Dutton Memorial,2021-07-10,male - M81,Seth Schadendorff,74.60,90,95,-100,106,111,-117,95,111,206
HWC Alby Dutton Memorial,2021-07-10,male - M81,Keenan Boon,79.80,70,-75,77,100,105,-110,77,105,182
HWC Alby Dutton Memorial,2021-07-10,male - M81,Anurag Gill,80.90,70,75,80,85,90,-95,80,90,170
HWC Alby Dutton Memorial,2021-07-10,male - M81,Shane Bailey,78.40,-72,-72,72,83,87,90,72,90,162
HWC Alby Dutton Memorial,2021-07-10,male - M81,Liam Crowley,79.40,-82,-85,-85,105,110,-115,0,110,0
HWC Alby Dutton Memorial,2021-07-10,male - M89,James Hargreaves,83.50,100,105,-110,125,130,-135,105,130,235
HWC Alby Dutton Memorial,2021-07-10,male - M89,Patrick Farrugia,87.70,-80,80,85,100,105,-110,85,105,190
HWC Alby Dutton Memorial,2021-07-10,male - M89,Stuart Cooney,87.80,62,66,-69,82,87,90,66,90,156
HWC Alby Dutton Memorial,2021-07-10,male - M89,Brendan Webster,84.90,65,68,69,-75,75,-80,69,75,144
HWC Alby Dutton Memorial,2021-07-10,male - M89,Domenic Greco,85.55,55,58,-62,73,77,-81,58,77,135
HWC Alby Dutton Memorial,2021-07-10,male - M96,Luke Scott,95.20,93,97,-100,-110,115,120,97,120,217
HWC Alby Dutton Memorial,2021-07-10,male - M96,Zheng Qu,91.80,40,-45,45,-60,-60,-60,45,0,0
HWC Alby Dutton Memorial,2021-07-10,male - M102,Ali Abdo,100.35,75,80,85,95,-103,-103,85,95,180
