event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WTI Masters Championships & PC3,2021-06-19,female - F59,Melissa Hanson,58.96,-50,50,-52,62,65,-67,50,65,115
WTI Masters Championships & PC3,2021-06-19,female - F59,Bianca Fitzpatrick,58.14,38,40,43,55,59,62,43,62,105
WTI Masters Championships & PC3,2021-06-19,female - F64,Jennifer Carter,63.00,50,55,-57,75,-78,-78,55,75,130
WTI Masters Championships & PC3,2021-06-19,female - F64,Monique Brooks,63.34,53,-55,55,68,70,-72,55,70,125
WTI Masters Championships & PC3,2021-06-19,female - F64,Michelle Viney,63.40,32,-36,-36,40,-45,45,32,45,77
WTI Masters Championships & PC3,2021-06-19,female - F71,Rebecca Richardson,66.12,54,57,-61,-82,82,-84,57,82,139
WTI Masters Championships & PC3,2021-06-19,female - F71,Jessica Fiddymont,64.92,45,47,-50,55,60,65,47,65,112
WTI Masters Championships & PC3,2021-06-19,female - F76,Angie Arnold,74.74,67,-71,71,-85,85,-90,71,85,156
WTI Masters Championships & PC3,2021-06-19,female - F76,Mya Venn,73.68,53,56,-57,66,-69,0,56,66,122
WTI Masters Championships & PC3,2021-06-19,female - F76,Beth Isaac,74.38,32,34,36,45,48,-51,36,48,84
WTI Masters Championships & PC3,2021-06-19,female - F81,Tegan Knee,76.72,58,-60,60,-68,68,-70,60,68,128
WTI Masters Championships & PC3,2021-06-19,female - F81,Nicole Carrick,80.94,52,-55,-57,66,70,-74,52,70,122
WTI Masters Championships & PC3,2021-06-19,female - F87,Jacqueline Saward,86.86,68,71,74,87,92,95,74,95,169
WTI Masters Championships & PC3,2021-06-19,female - F87,Chloe Harris,83.48,35,38,42,60,70,75,42,75,117
WTI Masters Championships & PC3,2021-06-19,female - F87,Jacinta Keating,84.96,42,-44,45,53,56,60,45,60,105
WTI Masters Championships & PC3,2021-06-19,female - F87+,Annaliese Owen,100.32,60,63,64,76,78,-81,64,78,142
WTI Masters Championships & PC3,2021-06-19,female - F87+,Amanda Woods,90.26,37,39,41,48,51,54,41,54,95
WTI Masters Championships & PC3,2021-06-19,female - F87+,Jackie Kelly,96.34,-30,30,35,35,38,-41,35,38,73
WTI Masters Championships & PC3,2021-06-19,male - M55,Jason Reed,49.66,30,33,-35,43,-48,48,33,48,81
WTI Masters Championships & PC3,2021-06-19,male - M67,Michael Pickrell,66.38,74,78,-81,98,102,-106,78,102,180
WTI Masters Championships & PC3,2021-06-19,male - M67,Lionel Isaac,66.72,50,55,58,70,75,78,58,78,136
WTI Masters Championships & PC3,2021-06-19,male - M81,Roman Kisselev,80.84,75,80,85,95,103,109,85,109,194
WTI Masters Championships & PC3,2021-06-19,male - M81,Tim Sumpton,79.26,81,85,-89,100,104,-108,85,104,189
WTI Masters Championships & PC3,2021-06-19,male - M89,Ben Castle,87.60,104,-108,-108,123,128,132,104,132,236
WTI Masters Championships & PC3,2021-06-19,male - M89,Jhett Holling,82.16,50,58,65,80,85,90,65,90,155
WTI Masters Championships & PC3,2021-06-19,male - M89,Eden Hills,82.76,44,47,51,55,60,66,51,66,117
WTI Masters Championships & PC3,2021-06-19,male - M89,Jeff Towns,87.50,47,-49,-50,64,-68,68,47,68,115
WTI Masters Championships & PC3,2021-06-19,male - M96,Oliver Hays,91.66,94,97,100,128,132,-136,100,132,232
WTI Masters Championships & PC3,2021-06-19,male - M96,Nathan Mcfall,94.92,75,85,95,100,110,111,95,111,206
WTI Masters Championships & PC3,2021-06-19,male - M96,Joshua Fletcher,92.32,80,86,-90,100,-108,-110,86,100,186
WTI Masters Championships & PC3,2021-06-19,male - M96,Jake Blackwell,92.38,75,80,-85,90,100,-110,80,100,180
WTI Masters Championships & PC3,2021-06-19,male - M96,Nathan O'Halloran,94.10,68,72,-76,95,-100,100,72,100,172
WTI Masters Championships & PC3,2021-06-19,male - M96,James Rakich,90.40,-61,61,-64,79,-86,86,61,86,147
WTI Masters Championships & PC3,2021-06-19,male - M102,Onno Holling,100.40,55,61,64,-75,75,87,64,87,151
WTI Masters Championships & PC3,2021-06-19,male - M102,Shaun Thomson,97.96,59,63,65,74,78,81,65,81,146
WTI Masters Championships & PC3,2021-06-19,male - M109,Zachary Courtney,108.84,120,130,-140,-160,160,-170,130,160,290
WTI Masters Championships & PC3,2021-06-19,male - M109,Jordan Cripps,105.60,-105,105,-109,136,141,-144,105,141,246
WTI Masters Championships & PC3,2021-06-19,male - M109,Tim Boys,107.68,95,99,101,120,-125,125,101,125,226
WTI Masters Championships & PC3,2021-06-19,male - M109,Ky Wittich,103.96,85,88,90,107,111,115,90,115,205
WTI Masters Championships & PC3,2021-06-19,male - M109,Damian Liddell,103.30,70,-75,75,85,-90,-90,75,85,160
