event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F45,Emily Gollan,42.92,6,0,0,6,0,0,6,6,12
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F49,Jordanne Porter,48.22,35,38,42,53,55,58,42,58,100
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F59,Caitlyn Murphy,58.30,25,28,32,44,47,-49,32,47,79
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F59,Julie Davis,55.64,26,27,28,35,37,39,28,39,67
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F64,Colleen Duplock,61.70,25,26,27,32,34,36,27,36,63
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F71,Felicity Purdy,67.60,35,38,41,55,57,60,41,60,101
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F71,Kyra Hawkey,70.71,35,38,41,53,56,58,41,58,99
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F76,Hannah Westle,71.97,35,38,42,45,47,-51,42,47,89
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F87+,Toni-Maree Moscrop,91.47,23,26,-31,31,33,35,26,35,61
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,female - F87+,Beth Collins,89.61,20,23,26,28,31,-34,26,31,57
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,male - M55,Cameron Gollan,34.22,6,0,0,6,0,0,6,6,12
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,male - M96,Mak Scarlett,93.07,80,85,-90,-100,100,-105,85,100,185
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,male - M96,Peter Thomsen,95.56,65,68,71,90,93,95,71,95,166
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,male - M96,Dayne Maloney,89.64,40,-45,47,72,75,77,47,77,124
Physique Science Qld Club Challenge Round 1 – North Brisbane Weightlifting Assn,2019-02-02,male - M109,Murray Forsyth,106.07,55,57,60,75,80,84,60,84,144
