event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Zoe Christie,48.06,40,43,45,50,-55,-55,45,50,95
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Janaya Nikora,54.76,62,66,-69,79,82,85,66,85,151
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Roslyn Mangulabnan,54.96,50,-53,54,-69,69,73,54,73,127
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Sarah Hearn,58.98,63,66,69,85,89,-92,69,89,158
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Hayley Ward,58.40,60,-63,-63,78,82,85,60,85,145
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Ally Humphris,63.46,70,73,75,83,85,88,75,88,163
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Hailinn Diola,63.90,58,62,65,78,82,85,65,85,150
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Chloe Watkin,63.70,55,58,61,72,74,76,61,76,137
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Emmanuela Romano,63.52,56,-60,-60,70,74,-77,56,74,130
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Linley Davidson,62.14,47,50,52,63,65,67,52,67,119
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Von O'Connor,63.16,47,50,52,62,64,66,52,66,118
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Rachel Morrisson,63.90,0,0,0,0,0,0,0,0,0
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Aisling Scott,67.12,70,-73,73,90,94,97,73,97,170
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Sarah Lorenzo,65.18,-70,-70,70,88,92,95,70,95,165
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Rhian Roussos,65.02,73,77,-80,-91,-91,-91,77,0,0
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Ebony Gorincu,74.58,90,93,96,116,-122,-122,96,116,212
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Chelsea Weston,75.86,69,72,75,89,94,97,75,97,172
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Jessica Watzek,73.78,-66,66,70,90,96,-102,70,96,166
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Alanna Bell,74.46,-69,69,-72,90,-95,95,69,95,164
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Susan Hornick,72.94,52,55,0,69,72,0,55,72,127
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Tayla Lamerton,78.60,55,-59,-59,72,75,-77,55,75,130
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Cassie Todd,86.22,74,77,80,102,105,108,80,108,188
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Tise Aaifou,102.98,68,72,-75,86,91,95,72,95,167
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Mele Paongo,87.96,45,49,-53,55,60,65,49,65,114
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Marq Jr Lealofi,66.20,30,33,35,40,44,48,35,48,83
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Kevin Leong,64.40,-80,-80,-80,95,102,-107,0,102,0
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Jack Gibson,68.86,96,100,103,115,120,124,103,124,227
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Tristan Gibson,72.76,87,91,-95,110,115,-120,91,115,206
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Lachlan Gallegos,72.36,-74,74,78,95,100,-105,78,100,178
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Alex Davison,80.54,-80,80,85,105,109,113,85,113,198
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Alexander Isaac,80.70,74,78,-82,108,113,116,78,116,194
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Steven Graham,76.06,74,-78,78,107,113,-120,78,113,191
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Samuel Cartwright,75.82,70,74,78,82,95,100,78,100,178
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Ryan Villiers,88.92,88,92,96,120,125,130,96,130,226
CWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,James Elwin,86.42,90,94,98,122,126,-130,98,126,224
