event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F59,Jessica Brouff,55.69,-43,43,-46,50,-53,-53,43,50,93
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F59,Naiomi Soutar,56.41,17,-19,19,20,-24,25,19,25,44
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F64,Fiona Redhead,63.99,44,46,-48,60,62,-64,46,62,108
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F71,Aisling Scott,67.73,62,65,67,-82,82,86,67,86,153
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F71,Disa Caspersen,68.90,50,52,55,65,69,71,55,71,126
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F76,Sarah Scott,71.30,54,58,-61,71,74,-76,58,74,132
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,female - F81,Mia Moriarty,79.39,33,36,38,50,52,54,38,54,92
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M61,Will Chandler,55.45,45,47,48,52,54,56,48,56,104
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M81,Stuart Ng,78.59,50,55,60,70,75,-80,60,75,135
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M81,Stefanos Karanicolas,74.78,20,22,-23,-23,24,25,22,25,47
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M89,Leo Lark,81.92,120,-125,125,155,160,165,125,165,290
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M89,David Bock,88.59,100,104,-106,-121,121,-123,104,121,225
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M89,Kyle Evans,87.60,86,91,96,115,120,125,96,125,221
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M89,Jonathan Willey,88.12,92,96,98,-120,121,-125,98,121,219
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M89,Luca Porfyriou,84.56,22,24,-26,28,30,-32,24,30,54
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M96,Michael Dunne,95.50,100,105,110,125,130,135,110,135,245
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M102,Matt Evans,97.53,60,-64,64,80,84,88,64,88,152
MWC Physique Science QWA Club Challenge Round 1,2021-02-06,male - M109+,Wiremu Joseph Howe,147.95,75,80,85,115,120,-125,85,120,205
