event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F53,Anika Wilson,50.85,20,22,24,25,28,30,24,30,54
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F63,Laila Estreich,63.00,50,53,-56,60,-62,62,53,62,115
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F63,Jessica-Ann Meyer,60.35,41,43,46,60,64,66,46,66,112
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F69,Sarah Hannay,68.05,41,-43,-43,56,58,-60,41,58,99
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F75,Lisa Webber,70.75,35,40,43,55,60,65,43,65,108
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F71,Leandra Miscamble,69.90,30,31,32,48,50,-52,32,50,82
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,female - F87,Rawena Tairi,81.70,30,-32,32,40,-43,-45,32,40,72
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M56,Cooper Wilson,50.75,53,56,-60,68,72,76,56,76,132
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M77,Michael Ward,71.20,95,-100,-103,-110,117,-123,95,117,212
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M85,Nicholas Morland,84.80,94,-98,-98,115,-120,-120,94,115,209
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M85,Malcolm Sharman,81.75,73,-77,-77,100,-104,-104,73,100,173
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M94,Chris Baker-Gabb,89.15,80,85,90,95,-100,100,90,100,190
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M94,Zac Clarkson,88.65,60,-64,68,80,85,-88,68,85,153
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M105,Sharn Slade,98.05,90,-95,-100,110,115,120,90,120,210
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M105,Caleb Sullivan,98.90,90,95,100,90,-91,0,100,90,190
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M105+,Marcus Lewis,110.50,110,-117,-122,120,135,-145,110,135,245
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M81,Callum Hannay,76.90,63,-67,-70,85,90,95,63,95,158
JME Qld Club Challenge Round 2 – Gold Coast,2015-05-23,male - M89,Dave Anthony,86.85,-80,80,85,105,110,115,85,115,200
