event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
QWA League Round 1,2019-02-23,female - F49,Robin Parr,48.46,42,45,47,52,56,58,47,58,105
QWA League Round 1,2019-02-23,female - F49,Lauren Hastings,48.75,-38,38,-42,-48,48,-50,38,48,86
QWA League Round 1,2019-02-23,female - F55,Julie Davis,54.62,26,27,28,36,-38,-38,28,36,64
QWA League Round 1,2019-02-23,female - F59,Jemma Cowper,56.82,40,42,44,58,61,63,44,63,107
QWA League Round 1,2019-02-23,female - F59,Alexis Iacovou,57.54,35,39,42,46,50,53,42,53,95
QWA League Round 1,2019-02-23,female - F64,Logan Poon,63.07,57,60,63,69,72,75,63,75,138
QWA League Round 1,2019-02-23,female - F64,Julie-Anne Redpath,62.17,49,53,56,70,75,80,56,80,136
QWA League Round 1,2019-02-23,female - F64,Alison Cranston,62.53,52,54,56,68,71,74,56,74,130
QWA League Round 1,2019-02-23,female - F64,Mia Delos,60.14,49,51,53,61,63,-66,53,63,116
QWA League Round 1,2019-02-23,female - F64,Jacinta Sherwell,63.34,31,33,35,40,43,45,35,45,80
QWA League Round 1,2019-02-23,female - F64,Colleen Duplock,61.15,26,27,29,33,-35,35,29,35,64
QWA League Round 1,2019-02-23,female - F71,Tanya Eames,66.95,51,-53,-53,-67,70,72,51,72,123
QWA League Round 1,2019-02-23,female - F76,Madeleine Whatman,72.71,61,64,-66,80,85,-87,64,85,149
QWA League Round 1,2019-02-23,female - F81,Cassie Todd,80.26,68,72,-75,97,100,-103,72,100,172
QWA League Round 1,2019-02-23,female - F81,Claire Binch,79.68,58,61,63,83,87,90,63,90,153
QWA League Round 1,2019-02-23,female - F81,Sharne Booth-Ford,79.80,52,55,58,71,74,77,58,77,135
QWA League Round 1,2019-02-23,female - F81,Kelly Tumata,76.46,50,52,55,59,-61,62,55,62,117
QWA League Round 1,2019-02-23,female - F87,Althea Mackie,84.74,43,45,47,58,60,62,47,62,109
QWA League Round 1,2019-02-23,female - F87,Rebecca Smith,86.26,35,36,39,45,49,52,39,52,91
QWA League Round 1,2019-02-23,female - F87+,Bronwyn Dunne,96.21,71,-74,74,91,96,-100,74,96,170
QWA League Round 1,2019-02-23,female - F87+,Amy Siebenhausen,95.23,-69,69,-72,85,89,-92,69,89,158
QWA League Round 1,2019-02-23,female - F87+,Makayla Dingle,90.54,62,-66,-66,82,85,-88,62,85,147
QWA League Round 1,2019-02-23,male - M61,Lynton Hargrave,60.49,82,86,89,107,111,114,89,114,203
QWA League Round 1,2019-02-23,male - M73,Matthew Logovik,72.50,80,-85,85,-116,116,120,85,120,205
QWA League Round 1,2019-02-23,male - M73,Greg Oliver,70.86,72,-75,75,90,-93,93,75,93,168
QWA League Round 1,2019-02-23,male - M73,Clint Winchester,69.86,61,64,66,80,83,85,66,85,151
QWA League Round 1,2019-02-23,male - M73,Chris Wilson,70.90,55,-58,58,70,74,78,58,78,136
QWA League Round 1,2019-02-23,male - M81,Leo Lark,80.28,120,123,125,152,156,160,125,160,285
QWA League Round 1,2019-02-23,male - M81,Chevy Sukkar,79.51,122,126,-130,141,145,-150,126,145,271
QWA League Round 1,2019-02-23,male - M81,Jake Jacquin,77.93,92,96,100,125,-130,-130,100,125,225
QWA League Round 1,2019-02-23,male - M81,Daniel Gehrke,79.40,82,86,90,-105,105,111,90,111,201
QWA League Round 1,2019-02-23,male - M81,Brendan Lam,79.32,80,85,90,95,100,105,90,105,195
QWA League Round 1,2019-02-23,male - M81,Cameron Geraghty,80.66,80,83,86,100,105,107,86,107,193
QWA League Round 1,2019-02-23,male - M81,Callum Hannay,79.91,72,76,-80,95,100,-105,76,100,176
QWA League Round 1,2019-02-23,male - M81,Trevor Walz,76.20,47,51,54,62,66,69,54,69,123
QWA League Round 1,2019-02-23,male - M89,Beau Garrett,88.55,123,127,130,158,-165,165,130,165,295
QWA League Round 1,2019-02-23,male - M89,Zachary Clark,88.30,100,105,-108,141,146,-150,105,146,251
QWA League Round 1,2019-02-23,male - M89,Dion Walmsley,85.70,80,83,-86,107,111,115,83,115,198
QWA League Round 1,2019-02-23,male - M89,Adair Forsyth,86.25,60,-65,65,81,86,90,65,90,155
QWA League Round 1,2019-02-23,male - M96,Maverick Meavao,91.15,-94,95,98,120,125,130,98,130,228
QWA League Round 1,2019-02-23,male - M96,Teal Hildebrand,95.08,74,78,-81,100,-105,-105,78,100,178
QWA League Round 1,2019-02-23,male - M96,Peter Thomsen,95.81,67,71,73,91,-96,96,73,96,169
QWA League Round 1,2019-02-23,male - M96,Mak Scarlett,91.55,85,-89,-90,-105,0,0,85,0,0
QWA League Round 1,2019-02-23,male - M96,Michael Dunne,95.37,109,112,-115,-140,-140,-140,112,0,0
QWA League Round 1,2019-02-23,male - M102,Fraser Harrison,100.60,104,-108,108,135,137,-140,108,137,245
QWA League Round 1,2019-02-23,male - M109,Lawson Dingle,107.78,129,134,138,149,154,-159,138,154,292
QWA League Round 1,2019-02-23,male - M109,Raido Ruven,105.46,105,110,-115,-151,-161,161,110,161,271
QWA League Round 1,2019-02-23,male - M109,Jack Major,107.48,96,100,104,125,130,135,104,135,239
