event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,female - F53,Charrae Myers,51.05,39,42,44,48,52,55,44,55,99
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,female - F58,Sophie Cowen,56.30,45,48,50,60,63,66,50,66,116
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,female - F58,Telyshia Jones,56.80,26,-29,-29,30,33,36,26,36,62
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M56,Dominic Newman,54.45,15,18,20,24,28,30,20,30,50
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M62,Codi Allie,61.70,70,73,-76,85,89,92,73,92,165
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M69,David Bannister,64.75,-87,87,92,105,-110,-110,92,105,197
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M77,Peter Gordon,76.50,60,-63,63,-80,-83,83,63,83,146
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M77,Kasey Canham,75.80,50,54,56,60,63,66,56,66,122
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M85,Bradley Groom,80.20,87,91,93,106,-110,110,93,110,203
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M85,Jake Moore,84.05,85,90,93,102,107,110,93,110,203
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M85,Micah Wade,80.05,67,72,-75,100,-105,105,72,105,177
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M85,Andrew Lonergan,83.15,64,68,72,-82,-84,-84,72,0,0
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M94,Dylan Oakford,92.70,87,93,-98,112,117,122,93,122,215
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M94,Matthew Newman,86.20,60,63,-66,76,80,-85,63,80,143
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M105,Scott Taylor,104.05,105,110,-115,130,134,-137,110,134,244
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M89,Dale Hall-Bowden,87.00,72,-76,76,90,95,-98,76,95,171
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M89,Owen Cannell,84.90,60,-65,65,80,82,84,65,84,149
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M102,Craig Newman,96.50,30,-35,0,0,0,0,30,0,0
President's Cup Round 3 and Chris Chugg Memorial,2013-04-13,male - M109+,Robert Gotts,118.60,63,65,67,83,85,-87,67,85,152
