event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M62,Tracey Webster,59.30,28,30,32,35,38,40,32,40,72
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F48,Monique Booth,40.70,13,15,17,16,19,21,17,21,38
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F48,Indiana Lee,43.35,8,10,12,13,16,18,12,18,30
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F58,Charrae Myers,56.90,54,58,60,69,73,75,60,75,135
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F58,Odette Carpenter,57.55,48,51,53,59,62,66,53,66,119
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F69,Beth Butt,68.10,27,30,32,30,32,36,32,36,68
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F75,Camilla Fogagnolo,72.80,82,85,87,103,107,-110,87,107,194
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F75,Millie Cripps,69.30,-52,52,-55,72,-76,76,52,76,128
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F75,Telyshia Jones,72.95,43,46,48,-51,51,55,48,55,103
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F64,Brooke Tsakirakis,60.50,44,47,50,62,66,-69,50,66,116
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F71,Lynette Gotts,70.45,27,29,-31,37,-39,-39,29,37,66
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F87,Melanie Richardson,81.90,38,41,-43,50,53,56,41,56,97
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,female - F87+,Lyndal Kimpton,98.40,25,28,30,38,42,-47,30,42,72
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M62,Truen Johns,62.00,50,54,59,63,67,71,59,71,130
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M69,David Bannister,68.45,87,92,-95,110,115,-118,92,115,207
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M69,Dominic Newman,63.70,24,27,30,38,41,44,30,44,74
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M85,Jordan Cripps,84.25,88,92,95,-110,110,115,95,115,210
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M94,Aaron Bruce,90.00,95,100,104,125,129,132,104,132,236
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M94,Micah Wade,85.10,70,75,80,107,114,121,80,121,201
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M94,Tim Sumpton,85.80,70,-73,75,-90,-94,94,75,94,169
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M94,Ryan Harley,89.70,60,-63,63,80,84,88,63,88,151
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M105,Dylan Oakford,94.80,112,116,-120,140,145,150,116,150,266
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M105,Anthony Wilson,94.95,95,100,104,125,-129,132,104,132,236
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M105,Jordan Gotts,100.75,47,50,53,57,60,65,53,65,118
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M105+,Scott Taylor,105.60,103,107,111,133,137,-141,111,137,248
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M73,Russell Kapper,72.60,75,80,85,93,-97,-100,85,93,178
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M73,Zac Millhouse,71.45,68,72,75,83,87,-91,75,87,162
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M102,Nathan O'Halloran,96.25,68,71,74,-95,-98,98,74,98,172
Chris Chugg Memorial & Presidents Cup Rd 1,2015-02-28,male - M109+,Robert Gotts,120.05,60,63,65,80,85,88,65,88,153
