event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Milton Weightlifting Club Competition,2021-04-24,female - F45,Zoe Christie,42.48,28,-31,35,38,41,-45,35,41,76
Milton Weightlifting Club Competition,2021-04-24,female - F55,Olivia Macpherson,52.12,32,34,-35,41,-43,-43,34,41,75
Milton Weightlifting Club Competition,2021-04-24,female - F59,Annabelle Woolcock,57.88,49,53,56,60,65,69,56,69,125
Milton Weightlifting Club Competition,2021-04-24,female - F59,Jessica Brouff,55.60,-42,42,45,-53,53,-55,45,53,98
Milton Weightlifting Club Competition,2021-04-24,female - F64,Fiona Redhead,63.38,44,46,-48,62,-64,-64,46,62,108
Milton Weightlifting Club Competition,2021-04-24,female - F64,Coral Quinell,63.80,30,32,33,38,40,42,33,42,75
Milton Weightlifting Club Competition,2021-04-24,female - F64,Wendy Pakchung,60.33,21,-22,-22,30,32,34,21,34,55
Milton Weightlifting Club Competition,2021-04-24,female - F71,Aisling Scott,68.40,64,67,70,82,86,90,70,90,160
Milton Weightlifting Club Competition,2021-04-24,female - F71,Hannah Norris,68.11,56,59,-62,65,-69,-70,59,65,124
Milton Weightlifting Club Competition,2021-04-24,female - F87,Althea Mackie,86.91,47,50,-53,62,65,68,50,68,118
Milton Weightlifting Club Competition,2021-04-24,female - F87,Leah Chandler,84.95,30,33,35,37,-40,42,35,42,77
Milton Weightlifting Club Competition,2021-04-24,male - M55,Will Chandler,54.96,-40,40,43,49,52,55,43,55,98
Milton Weightlifting Club Competition,2021-04-24,male - M81,Leo Lark,80.77,130,-135,-135,170,175,0,130,175,305
Milton Weightlifting Club Competition,2021-04-24,male - M81,Mitchell Birch,79.90,70,75,80,95,101,106,80,106,186
Milton Weightlifting Club Competition,2021-04-24,male - M81,Stuart Ng,78.42,65,68,70,90,95,100,70,100,170
Milton Weightlifting Club Competition,2021-04-24,male - M81,Zach Radge,80.42,60,65,68,80,85,-90,68,85,153
Milton Weightlifting Club Competition,2021-04-24,male - M81,Jarred Madsen,76.65,45,50,55,65,70,75,55,75,130
Milton Weightlifting Club Competition,2021-04-24,male - M81,Stefanos Karanicolas,77.79,20,-21,22,-25,25,-27,22,25,47
Milton Weightlifting Club Competition,2021-04-24,male - M89,Jonathan Willey,88.84,105,111,117,125,-129,129,117,129,246
Milton Weightlifting Club Competition,2021-04-24,male - M89,James Pakchung,83.86,95,100,-105,120,126,-130,100,126,226
Milton Weightlifting Club Competition,2021-04-24,male - M89,Jonathan Easton,82.72,-75,75,80,100,-103,-103,80,100,180
Milton Weightlifting Club Competition,2021-04-24,male - M89,Luca Porfyriou,83.16,27,29,31,30,33,35,31,35,66
Milton Weightlifting Club Competition,2021-04-24,male - M96,Taylor Reed,93.07,105,110,115,128,131,-135,115,131,246
Milton Weightlifting Club Competition,2021-04-24,male - M102,Michael Dunne,97.79,110,115,-120,135,140,-145,115,140,255
Milton Weightlifting Club Competition,2021-04-24,male - M102,Ethan Inglis,102.00,90,-95,95,-95,100,-110,95,100,195
Milton Weightlifting Club Competition,2021-04-24,male - M109+,Angus Ward,114.00,105,110,-116,137,-143,-145,110,137,247
Milton Weightlifting Club Competition,2021-04-24,male - M109+,Wiremu Joseph Howe,148.50,85,90,95,120,-125,-130,95,120,215
