meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HBC Closed Meet,2018-10-20,Open Men's +109kg,Matthew Torres,117.1,110,-115,117,-130,130,-140,117,130,247
HBC Closed Meet,2018-10-20,Open Men's 73kg,Mark Garrett,71.04,75,-80,82,104,109,-113,82,109,191
HBC Closed Meet,2018-10-20,Open Men's 89kg,Zachary Collins,82.44,65,70,-72,85,90,-95,70,90,160
HBC Closed Meet,2018-10-20,Open Men's 61kg,Joseph Feliciano,60.98,55,60,62,80,85,-88,62,85,147
HBC Closed Meet,2018-10-20,Open Men's 73kg,Jax Chancellor,69.7,50,53,56,62,70,75,56,75,131
HBC Closed Meet,2018-10-20,Women's 16-17 Age Group 55kg,Katelynn Neal,54.8,52,55,57,62,65,68,57,68,125
HBC Closed Meet,2018-10-20,Women's 14-15 Age Group 55kg,Lindsey Linville,53.4,42,45,48,52,-56,60,48,60,108
HBC Closed Meet,2018-10-20,Women's 16-17 Age Group 71kg,Gabrielle Camarillo,67.06,35,-40,40,40,-45,46,40,46,86
HBC Closed Meet,2018-10-20,Women's 14-15 Age Group 59kg,Alejandra Rosas,55.48,20,25,30,35,40,45,30,45,75
HBC Closed Meet,2018-10-20,Women's 14-15 Age Group 49kg,Victoria Baumgartner,48.62,25,28,31,36,-39,39,31,39,70
