meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Panhandle Power Spring Meet,2015-04-11,Open Men's 77 kg,Dominic Stolle,73.8,115,0,123,140,0,150,123,150,273
Panhandle Power Spring Meet,2015-04-11,Open Men's 69 kg,Steven Hilburn,68.6,88,93,98,118,127,0,98,127,225
Panhandle Power Spring Meet,2015-04-11,Open Men's 85 kg,Colin Ferrall,82.8,86,90,0,115,120,0,90,120,210
Panhandle Power Spring Meet,2015-04-11,Open Men's 77 kg,Nathane Martinez,71,0,76,80,100,0,104,80,104,184
Panhandle Power Spring Meet,2015-04-11,Open Men's+105 kg,Jackson Uselding,106,63,67,70,97,102,105,70,105,175
Panhandle Power Spring Meet,2015-04-11,Open Men's 94 kg,Bryson Murray,90.4,62,66,70,90,95,100,70,100,170
Panhandle Power Spring Meet,2015-04-11,Open Women's 63 kg,Joselyn Terrazas,62.7,62,0,65,0,74,0,65,74,139
Panhandle Power Spring Meet,2015-04-11,Open Women's 48 kg,Angelique Reed,47.3,0,0,56,74,77,0,56,77,133
Panhandle Power Spring Meet,2015-04-11,Open Women's 58 kg,Shelby Reagan,55.7,40,41,44,47,49,0,44,49,93
Panhandle Power Spring Meet,2015-04-11,{'type': 'unset'},Jacob Neumann,36,20,22,24,32,0,35,24,35,59
Panhandle Power Spring Meet,2015-04-11,Men's 13 Under Age Group 56 Kg,Conner Holton,51.3,22,24,25,30,33,0,25,33,58
Panhandle Power Spring Meet,2015-04-11,Men's 13 Under Age Group 62 Kg,Brock Parker,57,0,0,15,25,27,0,15,27,42
