meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Summer Sunday Sweatfest,2018-07-15,Open Men's 94 kg,Erwin Smith,88.6,90,-93,-94,110,113,-115,90,113,203
Summer Sunday Sweatfest,2018-07-15,Open Men's 94 kg,Ryan Holderread,93.1,-85,85,-88,-95,95,-100,85,95,180
Summer Sunday Sweatfest,2018-07-15,Open Women's 69 kg,Brittany Sanders,66.6,68,71,-73,-85,85,-88,71,85,156
Summer Sunday Sweatfest,2018-07-15,Open Women's 69 kg,Annie Miller,68.9,-69,69,72,-82,82,-85,72,82,154
Summer Sunday Sweatfest,2018-07-15,Open Women's 69 kg,Deirdre Iadarola,63.5,58,61,63,75,78,-80,63,78,141
Summer Sunday Sweatfest,2018-07-15,Open Women's 58 kg,Sarah Hanson,56.5,-63,64,66,72,74,-76,66,74,140
Summer Sunday Sweatfest,2018-07-15,Open Women's 58 kg,Micah de Valle,57.9,60,62,-64,68,71,73,62,73,135
Summer Sunday Sweatfest,2018-07-15,Open Women's 63 kg,Lindsay Crowell,58.8,54,57,60,67,70,73,60,73,133
Summer Sunday Sweatfest,2018-07-15,Open Women's 69 kg,Elana Sacher,67.4,59,62,-64,68,-72,-73,62,68,130
Summer Sunday Sweatfest,2018-07-15,Open Women's 53 kg,Angie Wong,48.5,45,47,49,-54,56,-59,49,56,105
Summer Sunday Sweatfest,2018-07-15,Open Women's +90 kg,Abigail McLaughlin,112.5,37,39,-41,50,53,55,39,55,94
