meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
September Weightlifting League,2017-09-17,Open Men's+105 kg,M. Jett,143.75,127,131,136,164,-170,-174,136,164,300
September Weightlifting League,2017-09-17,Open Men's 77 kg,adam hess,76.1,-100,102,-108,125,133,137,102,137,239
September Weightlifting League,2017-09-17,Open Men's 105 kg,Scott O'Donnell,99.25,105,-110,-110,132,-137,-137,105,132,237
September Weightlifting League,2017-09-17,Open Men's 85 kg,Brian Reed,83.95,-84,84,90,109,113,-118,90,113,203
September Weightlifting League,2017-09-17,Open Men's 85 kg,Shawn Lewis,84.55,-62,62,67,80,85,90,67,90,157
September Weightlifting League,2017-09-17,Women's 16-17 Age Group +75 kg,Catherine Gibson,80.45,57,60,63,75,-79,-79,63,75,138
September Weightlifting League,2017-09-17,Women's 16-17 Age Group 63 kg,Samantha Watkins,61.75,48,52,55,65,-69,70,55,70,125
September Weightlifting League,2017-09-17,Open Women's 75 kg,Sharon Scott,72.65,46,52,-54,55,59,-64,52,59,111
September Weightlifting League,2017-09-17,Open Women's 75 kg,Nicole Long,73.05,39,42,45,57,60,63,45,63,108
September Weightlifting League,2017-09-17,Women's Masters (40-44) 53 kg,Heather Goulakos-Thrush,49.9,39,42,45,54,57,60,45,60,105
September Weightlifting League,2017-09-17,Women's Masters (40-44) 69 kg,Eliza Cabana,68.65,39,42,45,54,57,60,45,60,105
September Weightlifting League,2017-09-17,Women's 14-15 Age Group 69 kg,Caelan McCullough,66.7,27,29,31,43,45,47,31,47,78
September Weightlifting League,2017-09-17,Open Women's 63 kg,Delaney Bly,63,-52,-52,-52,60,-64,0,0,60,60
