meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Big Boo Bash,2017-10-28,Open Men's 85 kg,Hubert Yi,85,-104,104,107,120,125,130,107,130,237
Big Boo Bash,2017-10-28,Open Men's 105 kg,Christopher Chew,101.3,90,-95,95,-118,118,123,95,123,218
Big Boo Bash,2017-10-28,Open Men's+105 kg,Shashank Mishra,113.6,88,91,94,108,-111,114,94,114,208
Big Boo Bash,2017-10-28,Open Men's 77 kg,Ramsey Sitta,73.3,80,82,-85,100,103,106,82,106,188
Big Boo Bash,2017-10-28,Open Men's 77 kg,Maxwell McHugh,77,72,75,-78,94,-98,100,75,100,175
Big Boo Bash,2017-10-28,Open Men's 85 kg,Michael Jahn,81,65,68,70,86,90,94,70,94,164
Big Boo Bash,2017-10-28,Open Men's 94 kg,James Aude,93.2,66,-69,69,90,-94,94,69,94,163
Big Boo Bash,2017-10-28,Open Women's 75 kg,Elizabeth Mance,74.3,66,69,-71,78,81,84,69,84,153
Big Boo Bash,2017-10-28,Open Women's 69 kg,Lauren Drayton,68.1,55,61,63,-73,73,76,63,76,139
Big Boo Bash,2017-10-28,Open Women's 69 kg,Lauren Lee,64.8,50,-52,52,61,64,68,52,68,120
Big Boo Bash,2017-10-28,Open Women's 69 kg,Myann Refai,67.3,-49,49,51,60,64,68,51,68,119
Big Boo Bash,2017-10-28,Open Women's 53 kg,Paxton Dunn,50.3,26,27,28,34,36,38,28,38,66
