meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VBC SUMMER CLASSIC,2016-05-07,Open Men's+105 kg,Luis Ruiz,115,130,137,-141,163,-165,-168,137,163,300
VBC SUMMER CLASSIC,2016-05-07,Open Men's 105 kg,carlos Ramos,104.4,122,127,130,-162,162,-167,130,162,292
VBC SUMMER CLASSIC,2016-05-07,Open Men's 85 kg,Jeremy Fabregas,83.8,-112,-115,115,136,-141,-141,115,136,251
VBC SUMMER CLASSIC,2016-05-07,Open Men's 77 kg,Ariel Sandoval,76.9,103,106,-110,-126,-126,130,106,130,236
VBC SUMMER CLASSIC,2016-05-07,Open Men's 85 kg,Darius Constancio,84.7,99,103,-108,125,127,-131,103,127,230
VBC SUMMER CLASSIC,2016-05-07,Open Men's 85 kg,Ronnie Lopez,83,80,91,-105,108,115,130,91,130,221
VBC SUMMER CLASSIC,2016-05-07,Open Men's 77 kg,Nicholas Cobb,76.9,85,90,-96,117,-120,121,90,121,211
VBC SUMMER CLASSIC,2016-05-07,Open Men's 77 kg,David Packman,76.3,80,86,-89,105,110,113,86,113,199
VBC SUMMER CLASSIC,2016-05-07,Open Men's 85 kg,Maxwell Bronfman,85,84,-90,-91,110,-115,-117,84,110,194
VBC SUMMER CLASSIC,2016-05-07,Open Men's 77 kg,David Gasster,74.3,-78,78,-81,88,90,92,78,92,170
VBC SUMMER CLASSIC,2016-05-07,Open Women's 69 kg,Nicole DiMascio,68.6,40,45,-51,55,59,-62,45,59,104
VBC SUMMER CLASSIC,2016-05-07,Open Women's +75 Kg,Jade Mendelson,115,-75,-75,-75,95,-100,100,0,100,100
VBC SUMMER CLASSIC,2016-05-07,Women's Masters (35-39) 63 kg,Andrea Arriola,62.1,32,34,-37,45,47,51,34,51,85
