meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Lifting Palace 2.0,2019-01-26,Open Men's 67kg,Brandon Bolden,65.8,73,76,78,100,105,-108,78,105,183
Lifting Palace 2.0,2019-01-26,Open Men's 81kg,Ketan Konanur,74.8,-52,52,55,70,73,76,55,76,131
Lifting Palace 2.0,2019-01-26,Open Women's 55kg,Mary Mendez,51,41,44,47,60,-63,-63,47,60,107
Lifting Palace 2.0,2019-01-26,Women's 16-17 Age Group 55kg,Isabella Sherman,51.1,40,43,46,60,-63,-63,46,60,106
Lifting Palace 2.0,2019-01-26,Open Men's 81kg,Patrick Becker II,80.3,105,-110,-110,-145,-145,-145,105,0,105
Lifting Palace 2.0,2019-01-26,Women's 16-17 Age Group 81kg,Kathryne Bauer,80.7,43,46,-48,55,-58,58,46,58,104
Lifting Palace 2.0,2019-01-26,Open Men's 67kg,Henry Frech,64.9,39,-41,41,39,42,45,41,45,86
Lifting Palace 2.0,2019-01-26,Open Men's 89kg,Christopher Krone,83.3,-71,-71,-71,85,-88,-88,0,85,85
Lifting Palace 2.0,2019-01-26,Men's 13 Under Age Group 36kg,Jacq Tchoryk,33.9,12,14,16,17,20,22,16,22,38
Lifting Palace 2.0,2019-01-26,Women's 13 Under Age Group 33kg,Grace Mendez,33,12,14,16,17,19,22,16,22,38
Lifting Palace 2.0,2019-01-26,Men's 13 Under Age Group 36kg,Noah Rieder,33.9,10,12,-14,-12,12,14,12,14,26
